"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"35523",0,0,1,16,7,8,1944,1000,33,73000,4070,2,1,120450,13,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,1
"35536",0,0,1,16,3,12,1948,416,30,1095,4460,3,NA,47158,9,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"35540",1,1,0,12,NA,9,NA,1431,28,NA,6002,3,NA,71368.453125,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,0,0
"35575",1,1,0,12,2,10,1953,1920,25,54750,1161,0,1,59130,5,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,0,0,1,0
"35580",0,0,1,17,11,12,1927,2000,50,49275,4879,0,1,149376.25,14,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"35581",0,0,1,17,9,11,1952,0,25,0,5144,2,1,91250,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"35593",1,0,1,12,12,11,1934,2520,43,28835,5545,7,1,63710.75,20,1.10000002384186,0,3653.64990234375,3653.64990234375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,62,0,1,1,0
"35628",1,0,1,12,3,12,1936,2402,42,94900,3798,1,1,164250,22,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,21,0,1,1,0
"35639",0,0,1,16,3,10,1953,2040,25,NA,1878,0,NA,133590,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,16,73000,0,0,0,0,2,24,NA,NA,NA,NA,NA,0
"35645",1,0,0,12,NA,9,NA,3314,26,43800,4915,1,1,43800,6,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,51,0,1,1,0
"35649",0,0,1,5,9,6,1930,1960,48,29200,1660,0,1,80300,27,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"35670",0,0,1,10,5,7,1939,1968,39,7300,1422,2,1,86870,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"35683",0,0,1,14,1,9,1951,3000,27,80300,215,2,1,100010,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"35685",1,0,1,16,11,10,1936,2550,41,91615,3538,3,1,92345,17,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,88,0,1,1,0
"35695",0,NA,NA,12,NA,9,NA,1163,33,13140,1020,2,NA,24728.75,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"35711",1,0,1,13,3,12,1944,2200,34,76650,2544,2,1,78110,15,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,2,57,0,1,1,0
"35722",1,0,1,14,11,12,1949,1264,28,43975.19921875,713,0,1,114164.703125,8,0.300000011920929,31207.5,0,31207.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,1,92,0,1,1,0
"35744",0,0,1,14,10,11,1923,1971,53,40150,212,0,0,41975,16,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,87,0,1,1,0
"35750",1,0,1,17,5,11,1931,2000,46,109463.5,1080,1,1,120085,27,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,87,0,1,1,0
"35776",0,0,1,12,7,11,1934,2040,43,64148.75,4255,0,0,64878.75,22,0.300000011920929,0,0,0,0,0,0,0,0,7,NA,NA,0,0,NA,0,4,2,NA,56,0,1,1,0
"35779",1,0,1,12,2,10,1952,1892,26,52925,3164,3,1,53472.5,6,1.29999995231628,0,547.5,547.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,61,0,1,1,0
"35784",0,0,1,12,7,8,1918,2000,59,15330,5402,0,1,40150,27,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"35791",1,0,1,14,3,9,1946,1800,30,NA,253,0,NA,147788.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,12,66576,0,0,0,0,2,21,NA,NA,NA,NA,NA,0
"35820",0,0,1,12,10,10,1950,492,27,5894.75,2438,4,NA,42807.19921875,1,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"35888",1,0,1,12,9,9,1934,2216,43,56575,1093,2,1,96586.296875,24,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,31,0,1,1,0
"35902",1,0,1,17,3,11,1949,1100,28,23725,1583,0,1,77562.5,9,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,88,0,1,1,0
"35922",0,0,1,12,1,12,1933,0,44,0,5090,5,1,102349.6484375,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"35968",0,1,0,12,11,7,1923,940,53,11023,4897,0,NA,87673,31,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"35986",1,0,1,10,3,8,1953,2143,25,26280,5967,1,1,30660,5,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,11,0,1,1,0
"35997",1,0,1,12,2,10,1923,1880,54,73000,270,0,0,73000,34,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,27,NA,57,0,1,1,0
"36034",0,0,1,12,5,10,1948,0,29,0,1484,1,1,54750,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"36062",1,0,1,12,4,13,1951,2142,26,22995,1407,1,1,45625,7,0.600000023841858,0,0,0,0,0,0,0,0,11,NA,NA,16425,0,NA,0,3,3,NA,43,0,1,1,0
"36068",1,0,1,16,2,13,1930,4800,48,87600,1641,2,1,91250,29,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"36093",1,0,1,16,9,12,1926,2511,51,39945.6015625,5090,5,1,102349.6484375,30,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,51,0,1,1,0
"36105",1,0,1,12,NA,13,NA,2061,56,91250,2050,0,1,133590,35,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,31,0,1,1,0
"36107",1,0,1,14,4,7,1948,2777,29,83950,2383,1,1,84315,12,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,33,0,1,1,0
"36111",1,0,1,14,4,11,1928,1960,49,82490,1827,0,1,123735,30,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"36122",1,0,1,13,3,12,1931,1927,46,54750,1529,4,1,115292.546875,27,1.20000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,31,0,1,1,0
"36131",1,1,0,16,6,13,1950,2016,27,48993.94921875,115,0,0,48993.94921875,8,0.300000011920929,0,0,0,0,0,0,0,0,NA,12,131400,NA,0,0,0,2,12,NA,92,0,1,1,0
"36132",0,NA,NA,9,NA,10,NA,0,26,0,6041,1,NA,52925,2,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"36138",0,0,1,12,3,9,1940,0,38,0,777,2,1,63480.80078125,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"36147",1,0,1,8,6,10,1938,1813,35,36500,791,1,1,43070,19,0.400000005960464,0,0,6570,6570,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,2,30,0,1,1,0
"36156",0,0,1,16,2,11,1928,1518,50,24090,3902,0,1,122640,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"36179",1,0,1,17,5,13,1946,2205,31,78475,2471,1,1,78767,12,0.5,0,0,0,0,0,0,0,0,12,12,100856.796875,0,0,0,0,4,46,NA,43,0,1,1,0
"36200",0,0,1,13,6,11,1941,0,36,0,3316,4,1,42924,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"36224",0,0,1,12,3,8,1952,0,26,0,4810,2,1,40150,4,1,NA,NA,NA,NA,NA,NA,NA,NA,12,8,0,0,0,0,0,2,26,NA,NA,NA,NA,NA,1
"36261",0,0,1,12,10,9,1952,0,25,0,5491,2,1,89425,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,13,9,17812,54750,0,0,0,3,10,NA,NA,NA,NA,NA,1
"36278",1,0,1,13,1,7,1940,2550,38,40810.6484375,5783,5,1,61852.8984375,20,1,0,0,11212.7998046875,0,0,0,0,3072,NA,NA,NA,NA,NA,NA,0,2,22,NA,92,0,1,1,0
"36301",1,0,1,12,12,9,1929,2315,48,71832,1007,0,1,89454.203125,28,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"36320",0,1,0,12,7,7,1936,560,42,5475,4756,1,NA,76650,21,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"36326",0,0,1,16,4,12,1943,1617,35,40150,4359,2,0,52377.5,14,0.5,0,0,0,0,0,0,8760,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,85,0,1,1,0
"36350",1,0,1,15,5,11,1927,1500,50,55845,305,0,1,173375,28,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,55,0,1,1,0
"36408",1,1,0,3,2,7,1922,1720,56,36500,3746,1,1,55480,36,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,92,0,1,1,0
"36422",1,0,1,16,2,10,1948,3456,30,19819.5,989,1,1,38690,7,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,11,0,1,1,0
"36451",0,0,1,14,2,7,1928,2250,50,80300,4078,2,1,184544,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"36455",0,0,1,16,8,10,1951,1464,25,22283.25,2404,2,1,91998.25,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,7,5,33580,4380,0,0,0,4,4,NA,NA,NA,NA,NA,1
"36463",0,0,1,12,8,9,1952,0,25,0,3288,3,NA,66962.8984375,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,0,1,37,NA,NA,NA,NA,NA,1
"36470",0,0,1,11,6,11,1938,135,38,1095,371,1,1,49640,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"36475",1,0,1,1,5,11,1948,NA,27,NA,3541,0,0,123005,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,12,91250,0,0,0,1,1,20,NA,NA,NA,NA,NA,0
"36477",0,0,1,12,4,12,1947,0,31,0,1253,3,NA,94900,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"36489",1,0,1,14,7,9,1950,2155,28,23203.05078125,348,1,1,32521.5,7,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,87,0,1,1,0
"36506",1,0,1,14,3,13,1953,1992,25,47450,3431,1,1,56210,5,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,61,0,1,1,0
"36513",0,0,1,17,7,10,1951,1917,26,38325,3323,0,1,106215,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,31937.5,0,0,0,0,4,5,NA,NA,NA,NA,NA,1
"36526",0,0,1,12,2,9,1931,1250,47,12775,4457,1,1,70828.25,15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"36565",0,0,1,12,12,9,1919,1216,58,32850,3228,1,0,37850.5,30,0.5,0,2299.5,2299.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,30,0,1,1,0
"36580",1,1,0,13,2,10,1951,2000,26,NA,5477,0,0,46752.8515625,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,19815.849609375,0,NA,0,3,16,NA,NA,NA,NA,NA,0
"36600",1,1,0,3,8,2,1921,NA,57,NA,5804,1,0,16008.900390625,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,NA,0,3,41,NA,NA,NA,NA,NA,0
"36617",0,0,1,8,11,6,1931,480,45,4745,4753,3,1,47085,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"36659",0,0,1,8,NA,8,NA,904,46,7300,4286,1,NA,92710,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"36674",1,0,1,12,2,11,1934,1985,44,54750,4919,2,1,63875,24,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,4,51,0,1,1,0
"36677",0,0,1,12,11,10,1929,80,48,730,5291,1,1,73073,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"36686",1,0,1,9,6,9,1943,2005,35,39785,384,3,1,56297.6015625,14,1.29999995231628,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,92,0,1,1,0
"36705",0,0,1,9,10,10,1940,0,35,0,1794,1,1,34821,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"36737",0,0,1,13,3,10,1937,1500,41,10950,1858,1,NA,79215.953125,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"36750",0,0,1,14,2,11,1936,1960,40,74460,1927,0,1,143627.5,9,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"36758",1,0,1,14,11,8,1947,2070,31,29930,3916,2,1,32302.5,10,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,NA,91,0,1,1,0
"36766",1,0,1,10,6,11,1920,NA,55,NA,1146,2,NA,71832,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,0
"36797",1,0,1,13,5,11,1937,1600,40,109500,4029,3,1,116800,18,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,82,0,1,1,0
"36806",1,0,1,13,NA,9,NA,2808,26,91250,444,0,1,104390,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,31,0,1,1,0
"36814",0,0,1,12,10,8,1922,0,55,0,3427,0,1,120256.546875,30,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"36829",0,0,0,8,2,7,1952,1920,26,21900,6028,1,NA,61502.5,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,8,8,12775,11315,0,0,0,4,4,NA,NA,NA,NA,NA,1
"36854",1,0,1,14,11,8,1952,736,25,16060,3070,1,1,80008,5,0.400000005960464,0,17958,17958,0,0,0,0,0,8,8,0,12296.849609375,0,0,0,1,37,NA,44,0,1,1,0
"36885",1,0,0,14,6,9,1948,2940,29,42340,82,1,0,42340,9,0.400000005960464,0,0,0,0,0,0,0,0,12,7,25915,0,0,0,0,2,34,NA,61,0,1,1,0
"36894",1,0,1,8,7,10,1925,1284,52,35405,2969,2,1,56823.19921875,28,0.699999988079071,0,6453.2001953125,6453.2001953125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,0,1,1,0
"36950",1,0,1,12,11,9,1918,2184,59,49610.80078125,1664,0,1,163885,39,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,81,0,1,1,0
"36978",1,0,1,14,8,11,1946,3250,31,51373.75,3845,2,1,92290.25,12,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,82,0,1,1,0
"37023",0,0,1,5,6,3,1926,0,51,0,3292,0,0,7789.10009765625,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,4,NA,0,0,1,0
"37037",0,0,1,12,11,12,1938,0,39,0,5034,1,1,109500,19,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"37059",0,0,1,14,2,11,1941,0,39,0,939,2,1,86286,15,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"37060",0,0,1,15,11,12,1940,0,37,0,2731,0,1,73000,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"37083",0,NA,NA,6,12,10,1919,2000,58,16425,2776,0,NA,64079.3984375,38,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"37145",1,0,1,12,8,9,1948,2250,29,50683.8984375,1592,2,1,85723.8984375,10,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,31,0,1,1,0
"37156",0,NA,NA,12,9,11,1944,1960,34,40150,1082,1,NA,102565,15,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"37160",0,1,0,7,11,7,1932,2250,45,15695,102,3,1,22210.25,15,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"37163",0,0,1,12,7,13,1951,595,26,5110,3671,1,1,30240.25,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"37170",0,0,1,14,6,13,1923,48,54,912.5,905,0,1,107675,9,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"37202",1,0,1,16,NA,12,NA,1564,28,41975,850,0,1,69350,6,0.300000011920929,0,0,0,0,0,0,0,0,12,12,29678.150390625,6935,0,0,0,2,26,NA,87,0,1,1,0
"37208",1,0,1,17,10,12,1949,748,28,NA,2211,0,NA,102565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,29200,0,NA,0,2,40,NA,NA,NA,NA,NA,0
"37217",1,0,1,16,6,10,1950,2205,27,46720,779,1,1,129210,3,0.400000005960464,0,0,0,0,0,0,0,0,14,NA,NA,67525,0,NA,0,1,37,NA,NA,0,0,1,0
"37222",1,0,1,13,11,11,1932,2560,45,198085.5,1974,1,1,364996.34375,25,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,71,0,1,1,0
"37228",1,0,1,16,5,11,1948,1440,29,62028.1015625,2054,0,1,66795,10,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,0,0,1,0
"37234",1,0,1,12,12,10,1951,2560,26,23652,716,0,1,67214.75,6,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,81,0,1,1,0
"37254",0,0,1,11,10,9,1934,1960,44,18250,2788,1,1,69842.75,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"37275",0,0,1,12,10,10,1930,0,47,0,4203,2,1,98765.3515625,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"37284",0,0,1,13,7,11,1941,411,37,3650,990,2,1,144222.453125,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"37287",1,0,0,16,10,12,1943,2074,34,57702.8515625,1237,3,1,76102.5,13,1.29999995231628,0,0,17520,17520,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"37294",0,NA,NA,12,2,13,1941,2000,37,36500,2782,0,NA,73000,17,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"37318",1,0,1,17,12,11,1946,2500,31,157461,4454,0,1,201009.15625,11,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"37334",0,0,1,13,6,11,1952,448,26,23725,4775,2,1,93075,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"37339",0,0,1,14,1,10,1940,1773,37,47450,329,3,1,124100,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"37348",1,0,1,12,5,9,1950,1910,27,51100,3537,0,1,51100,NA,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"37361",1,0,1,16,NA,11,NA,2570,25,131400,5702,0,1,137605,6,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,56,0,1,1,0
"37362",1,0,1,11,4,8,1934,2205,43,76650,5211,3,1,237250,23,0.899999976158142,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,33,0,1,1,0
"37370",0,0,1,13,5,11,1947,1876,30,36500,5765,0,0,80307.296875,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,61,0,1,1,0
"37455",1,0,1,16,11,12,1947,2250,30,40606.25,5148,1,1,116800,10,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,71,0,1,1,0
"37482",0,0,1,12,8,12,1921,600,56,8760,1589,0,1,57348.80078125,25,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"37520",1,0,1,14,3,10,1928,3699,50,68893.75,2177,1,1,114975,28,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,51,0,1,1,0
"37541",0,0,1,12,11,11,1919,1496,58,11223.75,3230,0,1,55023.75,22,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"37581",1,0,1,16,10,9,1948,2009,29,40150,5242,0,0,40193.80078125,10,0.200000002980232,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,6,NA,44,0,1,1,0
"37592",1,0,1,12,11,8,1953,1940,25,43070,2789,0,1,52414,5,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,32,0,1,1,0
"37631",0,0,1,13,NA,9,NA,1824,41,54750,3603,0,NA,92710,22,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"37650",1,0,1,12,9,10,1923,2000,54,43800,963,1,1,113150,31,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,87,0,1,1,0
"37671",1,0,1,11,5,5,1923,2200,54,43504.3515625,2805,0,1,49910.1015625,35,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,62,0,1,1,0
"37684",1,0,1,7,8,10,1928,1020,49,21900,2322,1,1,38544,29,1,4599,0,4599,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,2,44,0,1,1,0
"37732",1,0,1,8,NA,12,NA,2060,45,65700,2991,2,1,88939.546875,25,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"37762",1,0,1,14,5,8,1948,2003,29,32120,1128,0,1,72872.25,9,0.400000005960464,0,7902.25,7902.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,27,NA,61,0,1,1,0
"37769",1,0,1,14,1,10,1942,2695,35,0,5130,2,1,34685.94921875,16,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,11,0,1,1,0
"37783",1,0,1,16,1,12,1949,3000,29,102200,3566,0,1,113150,10,1,0,0,0,0,0,0,0,0,12,14,56210,32850,0,0,0,1,20,NA,NA,0,0,1,0
"37811",1,0,1,12,3,11,1937,1296,41,62050,1671,1,0,81395,20,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,34,0,1,1,0
"37833",0,0,1,16,3,12,1953,2500,25,35040,8,0,1,64367.75,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,12,12,45625,45625,0,0,0,2,22,NA,NA,NA,NA,NA,1
