"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","occ","study","works","head","wife"
"40548",0,0,1,16,NA,11,NA,600,35,6270,5862,2,NA,73735.203125,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,1
"40584",1,0,1,12,4,11,1949,3338,27,25932.720703125,3129,0,1,59105.19921875,5,3,0.300000011920929,0,0,0,0,0,0,0,12,8,22726.66015625,0,0,0,0,2,14,11,0,1,1,0
"40591",0,0,1,13,5,11,1949,252,26,4180,1806,1,1,59606.80078125,7,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,NA,1
"40598",0,0,0,14,10,10,1921,1936,54,42736.3203125,1366,0,0,53813.3203125,34,1,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,21,0,1,1,0
"40601",0,0,1,12,11,10,1947,0,28,0,3461,2,1,83600,5,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,0,NA,1
"40616",0,0,1,12,10,10,1915,780,60,8694.400390625,3407,0,1,22488.400390625,15,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,NA,1
"40658",0,0,1,16,NA,10,NA,2400,29,41800,171,0,0,41800,10,NA,0.200000002980232,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,3,86,0,1,1,0
"40676",1,0,1,8,7,6,1949,0,26,0,4417,3,1,14471.16015625,8,4,0.699999988079071,12172.16015625,17589.439453125,0,0,1296,0,0,NA,NA,NA,0,0,NA,0,3,41,61,0,1,1,0
"40696",0,0,1,7,6,7,1922,0,54,0,1686,0,1,73150,9,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,0,NA,1
"40743",0,0,1,14,6,10,1951,1248,25,13376,2553,2,1,47652,2,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,NA,1
"40751",1,0,1,17,8,8,1947,958,28,20064,74,0,1,67298,10,2,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,88,0,1,1,0
"40752",1,0,1,12,8,10,1944,3290,32,83600,35,1,1,85272,14,1,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,62,0,1,1,0
"40767",0,0,1,11,2,7,1951,0,25,0,856,2,NA,29678,3,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,0,NA,1
"40790",1,0,1,14,12,10,1918,1848,57,87780,1040,0,1,90288,39,2,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,92,0,1,1,0
"40795",0,0,1,9,8,6,1928,972,47,8360,1247,0,1,33590.48046875,25,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,1,NA,1
"40816",0,0,1,12,1,8,1917,1530,59,16218.400390625,4001,0,1,29067.720703125,35,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"40822",0,0,0,12,8,10,1948,0,28,0,2297,2,1,17388.80078125,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,0,NA,1
"40842",1,0,1,12,NA,10,NA,1384,40,66888.359375,2305,1,1,123778.15625,22,NA,0.699999988079071,13844.16015625,13844.16015625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,51,0,1,1,0
"40845",0,1,0,12,6,4,1941,0,34,0,943,5,1,27203.439453125,NA,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,NA,1
"40856",0,0,1,16,2,11,1948,2000,28,51832,3043,1,1,96140,10,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,0,NA,1
"40864",1,0,1,14,9,7,1931,1750,45,112860,2762,2,1,124564,26,3,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,55,0,1,1,0
"40881",1,0,1,12,2,12,1941,2777,35,21401.599609375,3216,2,1,65291.6015625,17,NA,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,32,0,1,1,0
"40923",1,0,1,9,1,10,1947,1913,29,54340,3400,1,1,54340,11,2,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,40,0,1,1,0
"40974",0,0,1,12,11,11,1926,225,49,2090,1193,2,1,122056,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,0,0,NA,1
"40987",0,0,1,16,9,8,1948,0,28,0,662,2,1,69910.5,2,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,14,16,167200,0,0,0,0,2,48,NA,0,0,NA,1
"40993",1,0,1,17,3,12,1947,1280,29,15048,3417,0,0,20064,11,1,0.200000002980232,0,564.299987792969,0,0,135,0,0,NA,NA,NA,NA,NA,NA,0,4,27,NA,1,0,1,0
"41001",0,0,1,17,9,10,1945,2220,30,48070,3859,0,NA,89890.8984375,12,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,NA,1
"41022",0,0,1,9,9,7,1919,0,56,0,390,0,0,28490.880859375,1,3,0.300000011920929,0,9346.48046875,9346.48046875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,0,1,0
"41106",1,0,1,16,12,9,1947,2846,27,125400,1506,0,1,163020,6,2,0.699999988079071,0,0,0,0,0,0,0,14,12,33440,62700,0,0,0,1,29,42,0,1,1,0
"41130",1,0,1,17,5,12,1941,2044,34,79420,4482,2,1,79511.9609375,16,2,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,92,0,1,1,0
"41231",1,0,1,6,3,8,1930,2070,45,64259.140625,275,2,1,70102.78125,24,4,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,92,0,1,1,0
"41249",1,0,1,15,4,10,1932,2205,43,85690,2018,1,1,92900.5,25,1,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,31,0,1,1,0
"41288",1,0,1,16,4,11,1951,2750,25,54340,4029,0,1,92587,7,1,0.699999988079071,0,0,0,0,0,0,0,12,9,77748,0,0,0,0,1,29,61,0,1,1,0
"41312",0,0,1,17,12,10,1937,1632,39,16302,894,0,NA,58102,20,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,NA,1
"41365",1,0,1,16,6,10,1935,3315,40,55627.44140625,4257,2,1,103250.1796875,22,3,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,71,0,1,1,0
"41376",1,0,1,12,6,12,1947,1520,28,40964,4581,2,1,40964,11,1,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,82,0,1,1,0
"41386",0,0,1,9,3,11,1924,1560,52,12540,1626,0,0,43334.05859375,24,4,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,61,0,1,1,0
"41400",0,0,1,12,12,12,1921,0,54,0,4615,0,1,116036.796875,10,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2,34,NA,0,0,NA,1
"41409",1,0,1,12,12,7,1929,3430,44,76076,3257,5,1,82646.9609375,26,4,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,55,0,1,1,0
"41441",1,0,1,15,1,10,1922,2448,54,66880,4331,0,1,75658,36,1,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,55,0,1,1,0
"41455",1,0,1,12,8,11,1930,1920,45,62700,5303,0,1,119548,27,4,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,69,0,1,1,0
"41465",1,1,0,14,9,9,1944,1080,32,29260,4220,3,1,68552,13,NA,1,7942,10533.599609375,0,0,620,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,0,1,0
"41466",0,0,1,12,9,11,1938,1920,37,28235.900390625,2194,0,1,80151.5,13,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"41467",1,0,1,12,9,10,1936,1864,39,37620,673,3,1,86124.71875,22,2,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,43,0,1,1,0
"41477",0,0,1,16,12,10,1948,2000,27,33440,3719,1,1,75240,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,1,NA,1
"41494",0,1,0,12,12,12,1945,1760,30,34694,108,3,1,63954,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,0,0,NA,1
"41514",0,0,1,16,10,12,1949,72,26,627,682,1,1,73568,3,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,0,NA,1
"41544",1,1,0,12,11,12,1927,3926,48,88929.5,1617,0,1,111606,31,3,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,92,0,1,1,0
"41569",0,0,1,12,5,5,1950,0,25,0,5553,3,1,34276,6,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,0,0,1,37,NA,0,0,NA,1
"41581",0,0,1,17,2,13,1951,680,25,11578.599609375,4603,0,1,40838.6015625,7,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,16,16,43187.76171875,43037.28125,0,0,0,4,31,NA,0,1,NA,1
"41597",0,0,1,16,9,7,1948,0,28,0,3017,2,1,41800,8,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,1,0,NA,1
"41652",1,0,1,11,2,12,1920,2088,56,87362,4494,0,1,91542,38,3,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,85,0,1,1,0
"41659",0,0,1,12,8,10,1923,0,50,0,1006,0,NA,36073.3984375,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,0,NA,1
"41683",0,0,1,12,6,12,1930,880,46,25080,5520,0,1,244530,26,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,0,1,NA,1
"41693",0,0,1,14,12,10,1946,1440,30,25080,358,2,NA,77748,11,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,0,NA,1
"41700",1,0,1,17,7,13,1944,2500,31,45980,5116,0,0,45980,13,2,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,88,0,1,1,0
"41749",0,0,1,8,8,10,1937,0,39,0,3162,3,NA,77221.3203125,8,NA,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,28424,0,NA,0,2,34,NA,0,0,NA,1
"41752",1,1,0,12,5,9,1946,1960,29,39710,1106,1,1,64915.3984375,11,3,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,57,0,1,1,0
"41777",0,0,1,12,11,8,1946,200,30,3093.19995117188,2203,4,1,46983.19921875,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,NA,1
"41785",1,0,1,16,5,10,1945,2218,30,68970,2476,2,1,69542.65625,10,2,0.600000023841858,0,0,0,0,0,0,0,12,NA,NA,37620,0,NA,0,3,42,88,0,1,1,0
"41809",1,0,1,13,NA,10,NA,0,48,0,3360,1,1,46552.66015625,22,NA,0.699999988079071,0,12494.01953125,12494.01953125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,0,0,1,0
"41849",0,0,1,12,12,11,1947,585,28,4355.56005859375,2230,2,1,53922,7,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,0,1,NA,1
"41850",1,0,1,16,9,8,1949,1460,26,33440,900,1,1,44512.8203125,8,2,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,31,0,1,1,0
"41856",0,0,1,12,9,12,1935,367,40,2884.19995117188,3040,2,0,49683.48046875,3,4,0.699999988079071,0,0,0,0,0,26125,0,NA,NA,NA,NA,NA,NA,0,2,13,42,0,1,1,0
"41859",0,0,1,13,11,9,1945,1960,30,22990,4385,3,1,64790,3,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,NA,1
"41882",1,0,1,12,3,11,1923,2280,53,87780,404,0,1,155496,23,5,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,55,0,1,1,0
"41898",0,0,1,12,8,10,1950,0,25,0,3073,1,1,53194.6796875,2,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,12,12,0,11286,0,0,0,1,37,NA,0,0,NA,1
"41900",1,0,1,14,3,8,1947,1992,29,43890,4031,2,1,50761.921875,11,NA,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,71,0,1,1,0
"41917",0,0,1,11,2,9,1930,0,47,0,1259,1,1,123531.5390625,10,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,NA,1
"41919",1,0,1,9,5,11,1928,1928,47,91960,2503,0,1,97226.796875,27,4,0.699999988079071,0,0,0,0,0,0,0,12,12,0,0,0,0,0,1,31,86,0,1,1,0
"41935",0,0,1,12,6,10,1928,1200,47,20649.19921875,3744,0,1,106656.8828125,23,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"41956",0,0,1,12,9,11,1924,0,51,0,914,1,NA,122892,3,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,0,NA,1
"41958",1,1,0,11,6,7,1939,NA,35,NA,3115,2,NA,43589.0390625,NA,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3,3,NA,NA,NA,NA,0
"41979",1,0,1,12,5,8,1950,2167,25,48488,4390,3,1,49491.19921875,7,1,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,30,0,1,1,0
"42002",0,0,1,15,10,10,1933,2080,40,NA,1503,0,NA,88699.6015625,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,14,14,0,0,0,0,0,1,29,NA,NA,NA,NA,0
"42019",1,0,1,17,6,13,1946,2115,29,62700,1862,2,1,71080.8984375,7,1,0.699999988079071,0,0,0,0,0,0,0,16,NA,NA,38418.37890625,0,0,0,2,34,40,0,1,1,0
"42028",1,0,1,12,9,9,1942,2080,33,NA,2162,1,NA,84686.796875,NA,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,0,NA
"42049",1,0,1,8,NA,8,NA,2448,42,74613,4386,3,1,77873.3984375,23,NA,0.699999988079071,0,0,0,0,0,3135,0,NA,NA,NA,NA,NA,NA,0,3,45,82,0,1,1,0
"42064",0,NA,NA,10,NA,10,NA,0,28,0,1853,2,NA,46205.71875,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,0,NA,1
"42119",0,0,1,14,9,11,1941,390,34,2090,5476,3,1,89870,7,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,NA,1
"42122",0,0,0,14,6,9,1946,1764,30,12540,5307,2,1,50160,9,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,NA,1
"42129",0,1,0,12,7,11,1936,1895,38,20607.400390625,1089,2,0,41536.66015625,20,3,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,87,0,1,1,0
"42153",1,0,1,9,6,7,1933,2368,42,30096,5472,0,1,45562,24,1,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,51,0,1,1,0
"42163",0,0,1,12,11,12,1945,0,31,0,1794,3,1,85690,4,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"42211",1,0,0,NA,NA,3,NA,880,46,37620,333,2,1,47422.1015625,28,NA,1.5,4012.80004882812,4012.80004882812,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,51,0,1,1,0
"42235",0,0,1,17,2,11,1940,0,36,0,3312,3,1,54340,7,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,0,NA,1
"42262",1,1,0,7,6,6,1948,2555,26,25080,5274,1,1,25080,8,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,11,0,1,1,0
"42313",0,1,0,5,7,8,1932,624,43,5016,1035,2,1,65166.19921875,16,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,0,NA,1
"42326",1,0,1,12,11,12,1946,2815,29,25080,4846,3,1,35948,11,4,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,42,0,1,1,0
"42338",1,0,1,12,4,11,1923,1944,52,181830,2577,0,0,183502,35,3,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,88,0,1,1,0
"42344",1,0,1,16,6,12,1921,1700,54,66253,5137,2,1,126654,37,2,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,86,0,1,1,0
"42345",0,0,1,9,11,9,1923,720,52,4894.77978515625,1071,0,1,13814.900390625,30,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,0,1,NA,1
"42365",0,0,1,12,8,9,1934,1750,41,20064,782,2,1,144419,14,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"42380",0,0,0,12,8,10,1943,1960,32,28424,2155,3,NA,107551.3984375,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"42422",1,0,1,12,5,10,1947,2550,28,125818,2191,1,1,128493.203125,10,2,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,62,0,1,1,0
"42424",1,0,1,10,5,11,1928,1516,48,45562,447,1,1,50987.640625,30,3,0.5,3201.8798828125,3201.8798828125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,30,0,1,1,0
"42454",1,0,1,16,9,10,1947,1930,28,43890,1126,2,1,44161.69921875,10,2,0.699999988079071,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,37,88,0,1,1,0
"42491",1,0,1,13,7,10,1922,2227,53,66880,1507,0,1,96767,35,3,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,0,1,0
"42492",1,0,1,12,6,11,1929,1222,46,37620,3545,2,1,77748,29,1,0.699999988079071,12540,12540,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,30,0,1,1,0
"42525",1,0,1,12,NA,12,NA,1520,53,43890,4298,0,1,55803,31,NA,0.400000005960464,3135,3135,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,44,0,1,1,0
"42540",0,0,1,16,6,9,1932,900,43,13794,3660,2,1,128744,15,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"42557",0,0,0,16,9,9,1918,0,58,0,1724,0,1,238260,9,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,NA,1
"42575",0,NA,NA,12,1,10,1935,1473,40,8360,1190,3,NA,65341.76171875,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,NA,1
"42608",1,0,1,12,2,11,1939,2475,37,77330,262,2,1,77413.6015625,15,2,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,55,0,1,1,0
"42614",1,0,1,10,1,9,1948,2477,28,38456,2937,2,1,39710,10,1,0.800000011920929,0,0,0,0,0,0,0,8,12,64309.30078125,0,0,0,0,1,37,NA,0,0,1,0
"42617",1,0,1,12,11,10,1949,2749,26,62658.19921875,3897,0,1,121178.203125,8,1,0.5,0,0,0,0,0,0,0,6,NA,NA,0,0,NA,0,3,45,92,0,1,1,0
"42622",1,0,1,12,5,10,1917,2315,58,83600,3693,0,1,91333,40,3,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,55,0,1,1,0
"42631",1,0,1,12,12,12,1929,2160,46,365750,5693,1,1,367840,28,1,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,33,0,1,1,0
"42633",0,0,1,10,5,10,1947,0,28,0,1588,2,0,41800,2,5,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,0,1,0
"42666",0,1,0,16,NA,5,NA,2000,26,NA,2683,0,NA,91383.15625,NA,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,8,12,13585,16720,0,0,0,1,31,NA,NA,NA,NA,0
"42672",1,0,1,16,NA,11,NA,2040,55,133760,3299,0,1,147165.265625,34,NA,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,71,0,1,1,0
"42684",1,0,1,10,2,10,1933,1984,43,43890,5252,2,1,64790,25,3,0.800000011920929,0,0,0,0,0,0,0,3,NA,NA,0,0,NA,0,3,39,62,0,1,1,0
"42701",0,0,1,16,5,13,1930,144,46,1881,2351,3,1,100842.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,0,1,NA,1
"42747",0,0,1,15,5,12,1943,0,32,0,1884,4,1,307648,3,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,0,NA,1
"42770",0,0,1,17,5,12,1920,3185,55,103045.359375,4079,0,0,103149.859375,37,1,0.100000001490116,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,92,0,1,1,0
"42781",1,0,1,4,6,11,1931,2230,44,27299.580078125,893,1,1,27299.580078125,26,3,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,33,0,1,1,0
"42826",1,0,1,14,9,11,1927,3575,48,33803.66015625,5847,0,1,78166,30,NA,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,56,0,1,1,0
"42847",0,0,1,12,6,12,1938,0,37,0,1289,4,1,101992,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,0,NA,1
"42848",0,0,1,12,9,9,1934,512,41,2926,4863,2,1,77748,7,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,NA,1
"42878",1,1,0,12,7,7,1950,2000,25,39292,4253,1,1,51832,7,2,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,91,0,1,1,0
"42919",1,0,1,12,12,10,1947,2052,28,48488,1215,1,1,48906,10,3,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,81,0,1,1,0
"42922",1,0,1,16,4,11,1923,2467,53,125400,5180,0,1,132924,31,1,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,31,0,1,1,0
"42941",1,0,1,6,NA,9,NA,0,56,0,5659,0,1,59694.578125,29,NA,0.5,0,12368.6201171875,12368.6201171875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,1,0
"42949",0,0,1,16,11,13,1943,0,33,0,5825,1,1,91960,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,0,0,NA,1
"42982",1,0,1,3,5,4,1933,1200,39,14630,3627,0,0,14630,20,2,0.300000011920929,0,0,0,0,0,0,0,6,NA,NA,0,0,NA,0,3,23,69,0,1,1,0
"43026",0,0,1,10,NA,9,NA,2160,32,23232.439453125,2868,2,NA,47894.44140625,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,NA,1
"43053",0,0,1,12,4,8,1933,176,42,1872.64001464844,275,2,1,70102.78125,10,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,NA,1
"43065",0,0,1,12,2,11,1926,1875,51,37620,579,0,1,108680,23,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,NA,1
"43075",0,0,1,12,7,11,1934,0,42,0,2247,1,1,265430,10,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,0,NA,1
"43110",1,0,1,16,2,12,1922,2552,54,29866.099609375,2667,2,1,105754,34,3,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,85,0,1,1,0
"43120",0,0,1,14,6,12,1949,1850,26,42636,5711,0,1,111606,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,NA,1
"43161",1,0,1,16,12,11,1947,2320,28,65822.4609375,529,2,1,66161.0390625,10,NA,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,55,0,1,1,0
"43165",0,0,1,12,5,10,1947,1024,28,3344,1647,3,1,57684,8,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,0,1,NA,1
"43187",0,0,1,14,8,11,1948,0,27,0,3612,1,1,79503.6015625,7,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4,2,NA,0,0,NA,1
