"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"2096",1,0,1,13,12,11,1930,NA,1846,42,55867.28125,343,5,1,105318.640625,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,83,0,1,1,0
"2111",0,NA,NA,12,NA,10,NA,NA,1785,37,9112,1930,3,NA,57352,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"2192",1,0,0,4,NA,5,NA,NA,2556,39,35161.6015625,5005,5,1,51702.55859375,1.39999997615814,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,1,40,0,1,1,0
"2205",1,0,1,13,3,11,1938,NA,2000,33,NA,2864,2,1,26515.919921875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,42,NA,NA,NA,NA,0,0
"2208",0,NA,NA,NA,NA,13,NA,NA,680,26,13400,1953,0,NA,93103.203125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"2209",0,0,1,15,11,12,1946,NA,2102,26,34840,4181,1,0,67000,0.5,0,12864,12864,0,21440,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,83,0,1,1,0
"2219",0,0,1,12,7,10,1923,NA,880,49,16080,3529,1,NA,54280.71875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"2224",1,0,1,12,NA,9,NA,NA,4368,29,37520,4387,1,1,37520,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"2263",1,0,1,16,7,12,1948,NA,1600,25,21440,4694,0,0,21440,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,87,0,1,1,0
"2264",0,0,1,NA,NA,9,NA,NA,NA,39,NA,5264,0,NA,26821.439453125,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,0
"2280",0,0,1,11,11,11,1944,NA,455,29,4824,2203,2,NA,41004,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"2325",1,0,1,NA,NA,13,NA,NA,2080,44,NA,628,0,NA,59163.6796875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,32,NA,NA,NA,NA,NA,0
"2340",1,0,1,12,6,10,1913,NA,1960,59,36448,1486,0,1,46096,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,61,0,1,1,0
"2355",1,0,1,12,6,10,1945,NA,1952,27,25829.83984375,1876,0,0,25829.83984375,0.200000002980232,0,0,0,0,0,0,10,NA,NA,11095.2001953125,0,0,0,2,13,NA,40,0,1,1,0
"2357",0,0,1,12,3,10,1947,NA,480,26,13400,4187,1,1,46632,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"2368",0,0,1,13,4,10,1942,NA,0,31,0,3933,4,1,122744,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"2387",0,1,0,16,8,10,1947,NA,2000,25,NA,1644,0,NA,36876.80078125,0.400000005960464,NA,NA,NA,NA,NA,NA,12,NA,NA,12328,0,NA,0,3,16,NA,NA,NA,NA,NA,0
"2393",1,0,1,12,11,10,1934,NA,2060,38,53600,106,2,1,110592.8828125,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,57,0,1,1,0
"2394",1,0,1,10,5,12,1943,NA,3244,29,24656,2600,2,1,35376,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,42,0,1,1,0
"2415",0,0,1,7,3,7,1938,NA,1326,34,8040,185,2,1,55208,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"2443",1,0,1,12,2,10,1945,NA,2100,28,53600,1656,0,1,88440,0.400000005960464,0,0,0,0,0,0,12,8,4824,26800,0,0,0,2,13,NA,44,0,1,1,0
"2452",1,0,1,12,1,6,1927,NA,0,46,0,4370,0,1,39948.078125,0.300000011920929,0,16208.6396484375,16208.6396484375,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,2,NA,0,0,1,0
"2464",0,0,0,6,NA,7,NA,NA,0,27,0,5216,0,NA,24120,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"2490",0,0,1,11,11,7,1942,NA,963,30,12864,851,2,0,38967.19921875,0.400000005960464,0,23423.19921875,23423.19921875,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"2539",1,1,0,10,NA,6,NA,NA,0,58,0,522,0,1,10575.2802734375,0.300000011920929,0,10575.2802734375,7782.72021484375,2792.56005859375,0,0,NA,NA,NA,NA,NA,NA,0,3,17,3,NA,0,0,1,0
"2578",0,NA,NA,16,NA,12,NA,NA,1419,59,64320,4130,0,NA,99160,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"2581",0,0,1,15,3,12,1924,NA,225,48,3001.60009765625,3208,1,1,104520,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"2586",0,0,1,8,9,5,1929,NA,250,43,2278,3286,2,1,63837.6015625,0.699999988079071,0,19928.48046875,0,0,0,3718,NA,NA,NA,NA,NA,NA,0,1,37,2,NA,0,0,1,0
"2616",0,0,1,12,3,10,1937,NA,0,36,0,5175,7,1,57405.6015625,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"2633",0,NA,NA,11,NA,10,NA,NA,0,46,0,970,1,NA,33232,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"2636",0,0,1,12,8,7,1936,NA,1560,36,31088,2808,1,1,77880.796875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"2666",0,1,0,12,8,8,1929,NA,1960,43,21440,4098,1,1,124030.3984375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"2667",0,0,1,4,4,0,1934,NA,NA,39,NA,818,0,NA,6689.27978515625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,0
"2668",1,0,1,12,NA,9,NA,NA,2448,36,85760,3209,3,1,128640,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,71,0,1,1,0
"2695",1,0,1,13,NA,11,NA,NA,3888,30,72896,2498,2,1,79274.3984375,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,69,0,1,1,0
"2701",1,0,1,12,6,11,1924,NA,2060,48,112560,342,2,1,119796,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,51,0,1,1,0
"2710",1,0,1,12,5,10,1917,NA,2949,56,33232,2881,0,1,44659.51953125,1,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,9,NA,83,0,1,1,0
"2713",1,0,1,15,11,12,1945,NA,2000,27,83616,771,1,1,83616,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,61,0,1,1,0
"2801",1,0,1,12,12,12,1941,NA,3117,31,35161.6015625,5157,0,1,46964.3203125,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,57,0,1,1,0
"2804",1,1,0,5,3,8,1925,NA,2448,42,24039.599609375,378,4,1,47248.3984375,1.39999997615814,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,61,0,1,1,0
"2807",1,0,1,12,6,8,1944,NA,2128,28,64320,2758,2,1,88440,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,51,0,1,1,0
"2839",1,0,1,16,12,10,1927,NA,2695,46,348400,737,1,1,376808,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,62,0,1,1,0
"2882",1,0,1,14,12,9,1947,NA,3198,25,40896.80078125,693,0,1,79060,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,31,0,1,1,0
"2888",1,0,1,12,NA,9,NA,NA,1632,51,64320,2603,0,1,74627.28125,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,51,0,1,1,0
"2922",1,0,1,14,9,8,1915,NA,1098,57,91120,2014,0,1,160800,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,55,0,1,1,0
"2947",1,0,1,13,8,11,1944,NA,2080,28,69680,974,1,1,69680,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,61,0,1,1,0
"2966",0,NA,NA,11,NA,5,NA,NA,1760,34,51992,398,1,NA,119528,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"2978",0,0,1,16,NA,12,NA,NA,250,28,1340,3819,0,0,98088,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,87,0,1,1,0
"2997",1,0,1,12,5,10,1934,NA,2225,38,35912,242,2,1,65928,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,42,0,1,1,0
"3012",0,0,1,16,3,11,1930,NA,1260,43,40200,765,0,1,117920,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3077",1,0,1,16,1,12,1928,NA,2327,45,192960,1599,2,1,206896,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,85,0,1,1,0
"3090",0,0,1,15,8,11,1946,NA,0,26,0,1836,1,1,80400,0.699999988079071,NA,NA,NA,NA,NA,NA,12,12,67000,0,0,0,0,2,22,NA,NA,NA,NA,NA,1
"3098",0,0,1,12,2,13,1935,NA,2000,38,NA,3575,0,0,76396.078125,0.400000005960464,NA,NA,NA,NA,NA,NA,11,NA,1608,0,0,0,0,1,37,NA,NA,NA,NA,NA,0
"3099",0,0,1,14,11,12,1928,NA,600,44,8576,1599,2,1,206896,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"3103",0,0,1,7,1,9,1914,NA,0,59,0,1015,0,1,39128,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"3111",1,0,1,8,8,9,1924,NA,3640,48,21815.19921875,4651,3,1,24120,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"3127",1,0,1,10,12,10,1913,NA,1200,58,9648,1187,0,1,23584,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"3132",1,1,0,3,9,7,1917,NA,2448,55,31988.48046875,1070,2,1,40028.48046875,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,51,0,1,1,0
"3143",0,0,1,11,4,8,1912,NA,0,60,0,650,0,NA,16380.16015625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"3169",1,0,1,16,10,13,1918,NA,2286,54,48642,2047,1,1,101941.84375,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,71,0,1,1,0
"3174",0,0,1,8,NA,12,NA,NA,0,26,0,3880,5,NA,36448,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"3229",1,0,1,12,5,12,1924,NA,2261,48,64320,1413,2,1,122074,0.899999976158142,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,43,0,1,1,0
"3240",0,0,1,16,11,11,1912,NA,0,60,0,3413,0,1,144720,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"3304",1,0,1,17,7,11,1918,NA,2880,55,75576,1494,0,1,98088,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,88,0,1,1,0
"3344",1,0,1,16,NA,10,NA,NA,1990,55,107200,3758,0,1,112560,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"3392",0,0,1,12,4,12,1946,NA,704,27,26800,4840,0,1,112560,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"3426",0,0,1,14,12,12,1946,NA,2340,25,29212,3986,2,0,40146.3984375,0.699999988079071,0,0,0,0,8040,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,33,0,1,1,0
"3435",0,0,1,NA,NA,7,NA,NA,NA,49,NA,4574,0,NA,22501.279296875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,0
"3485",1,1,0,12,NA,9,NA,NA,90,25,12864,3485,3,1,24120,1,0,11256,0,11256,0,0,NA,NA,NA,NA,NA,NA,0,2,12,4,NA,0,0,1,0
"3488",0,0,1,17,9,11,1939,NA,0,33,0,1174,3,1,102376,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"3498",0,0,1,12,4,9,1919,NA,0,54,0,65,0,0,9112,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,0,0,1,0
"3505",0,NA,NA,12,NA,10,NA,NA,0,45,0,4600,0,NA,69680,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"3509",1,0,1,10,NA,9,NA,NA,1200,42,24656,4982,0,0,32910.3984375,1,8254.400390625,8254.400390625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,0,0,1,0
"3513",0,0,1,8,3,7,1923,NA,0,50,0,1029,1,1,81204,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"3532",0,0,1,12,10,11,1941,NA,0,32,0,2798,5,1,87175.0390625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"3534",0,0,1,16,2,8,1942,NA,2080,31,64320,5016,2,1,174200,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3580",1,0,1,17,1,9,1923,NA,2182,51,53600,936,0,1,69680,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,87,0,1,1,0
"3588",1,0,1,16,2,10,1947,NA,3196,26,128640,2251,2,1,257280,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,61,0,1,1,0
"3591",0,0,0,12,11,8,1947,NA,0,25,0,2490,2,1,53600,1.70000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3607",0,0,1,8,NA,6,NA,NA,2041,60,42210,1804,0,0,54752.3984375,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,33,0,1,1,0
"3614",0,0,1,11,1,7,1927,NA,0,46,0,4751,3,NA,37654,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"3646",0,0,1,11,12,10,1932,NA,468,41,2572.80004882812,612,3,1,80694.796875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"3672",0,0,1,12,9,9,1933,NA,675,39,5896,2514,5,1,78229.203125,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"3676",1,0,1,17,6,11,1934,NA,1810,38,107200,1451,2,1,110416,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,31,NA,87,0,1,1,0
"3705",1,0,1,NA,NA,8,NA,NA,2100,29,68608,2242,1,1,68608,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,85,0,1,1,0
"3710",0,0,1,16,6,10,1948,NA,160,25,1768.80004882812,4132,2,1,59013.6015625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3731",0,0,1,12,5,10,1916,NA,0,56,0,243,0,NA,84420,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2,34,NA,NA,NA,NA,NA,1
"3748",0,0,1,12,10,9,1912,NA,0,60,0,2823,0,1,33800.16015625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"3759",0,0,1,12,11,10,1929,NA,0,43,0,4340,1,1,91656,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"3760",1,NA,NA,9,1,8,1926,NA,NA,46,NA,1659,0,NA,16080,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,0
"3764",1,0,1,13,NA,12,NA,NA,2637,40,85760,2321,3,1,94336,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,49,0,1,1,0
"3772",0,0,1,17,1,10,1946,NA,600,27,1072,1170,1,NA,62712,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"3780",1,0,1,13,6,10,1935,NA,2880,36,42880,1481,1,1,42880,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,55,0,1,1,0
"3789",1,0,1,16,4,12,1913,NA,2070,60,160800,2290,0,0,164552,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,57,0,1,1,0
"3830",1,0,0,14,2,10,1936,NA,1976,37,75040,3245,0,1,118579.28125,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"3867",1,0,1,8,12,8,1920,NA,4020,51,82329.6015625,3470,3,1,144076.796875,0.899999976158142,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"3886",0,0,1,17,1,11,1947,NA,1188,26,39020.80078125,219,0,1,44648.80078125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"3908",0,1,0,12,4,10,1922,NA,1435,51,12328,1644,0,0,36876.80078125,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,16,NA,87,0,1,1,0
"3936",1,0,1,12,8,8,1920,NA,1763,52,49848,2196,1,1,63467.76171875,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,92,0,1,1,0
"3959",1,0,1,12,8,10,1923,NA,2780,49,50384,93,0,1,82946,0.400000005960464,0,0,0,0,0,0,8,6,3216,0,0,0,0,2,34,NA,87,0,1,1,0
"3966",1,0,1,15,6,13,1947,NA,1680,25,39128,1109,0,0,39160.16015625,0.300000011920929,0,0,0,0,0,0,16,NA,NA,32160,0,NA,0,4,4,NA,NA,1,0,1,0
"3980",1,0,1,10,7,10,1937,NA,2100,35,67000,3482,3,1,125156,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,32,0,1,1,0
"4003",0,NA,NA,11,NA,8,NA,NA,0,25,0,4496,4,NA,36984,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"4081",1,0,1,16,6,10,1946,NA,2475,26,84152,1471,0,1,144184,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,69,0,1,1,0
"4116",1,0,1,13,2,8,1935,NA,2160,38,52260,2575,2,1,82088.3984375,0.699999988079071,0,27416.400390625,27416.400390625,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,55,0,1,1,0
"4134",0,NA,NA,12,NA,10,NA,NA,0,30,0,4177,1,NA,115776,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"4142",0,1,0,11,9,2,1914,NA,0,54,0,4542,1,1,27807.6796875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"4144",1,0,1,7,1,11,1926,NA,1778,47,49848,177,0,1,76969.6015625,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,2,34,4,92,0,1,1,0
"4151",0,1,0,12,7,7,1935,NA,2080,38,16080,382,1,1,78792,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"4171",0,0,1,17,1,12,1931,NA,1200,42,58960,495,2,1,291718,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"4172",0,0,1,10,2,10,1921,NA,1808,52,9262.080078125,847,2,0,24548.80078125,0.699999988079071,0,15822.7197265625,15822.7197265625,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"4188",0,NA,NA,16,NA,11,NA,NA,2000,29,27872,3152,1,NA,78390,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"4193",1,1,0,14,9,10,1922,NA,1864,50,18331.19921875,1750,2,1,21547.19921875,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"4249",1,0,1,15,5,11,1947,NA,1997,26,31157.6796875,4189,1,1,45828,0.699999988079071,0,0,0,0,0,0,12,NA,NA,34454.078125,0,NA,0,1,20,NA,83,0,1,1,0
"4265",0,0,1,6,6,9,1924,NA,0,48,0,381,0,NA,10677.1201171875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"4267",0,0,1,12,12,10,1947,NA,0,25,0,2251,2,1,257280,0.5,NA,NA,NA,NA,NA,NA,12,NA,NA,19966,0,NA,0,1,29,NA,NA,NA,NA,NA,1
"4283",1,0,1,17,3,11,1942,NA,1780,31,67536,553,0,1,134536,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,87,0,1,1,0
"4397",1,0,1,11,7,8,1940,NA,1785,33,24329.0390625,101,2,1,26473.0390625,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,61,0,1,1,0
"4437",1,0,1,14,4,9,1920,NA,3360,53,56280,2521,0,1,121672,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,31,0,1,1,0
"4442",0,0,1,12,4,11,1922,NA,1938,50,13936,2740,0,1,34287.921875,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"4453",0,0,1,7,6,8,1917,NA,1996,56,48240,1812,0,0,63891.19921875,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"4478",1,0,1,12,7,10,1947,NA,2700,25,46632,849,1,1,49848,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,55,0,1,1,0
"4490",0,1,0,8,5,7,1924,NA,252,47,3065.919921875,4244,11,0,20046.400390625,2.40000009536743,0,16980.48046875,0,0,0,3168,NA,NA,NA,NA,NA,NA,0,3,9,NA,83,0,1,1,0
"4529",0,0,1,14,12,12,1941,NA,1353,31,20636,5209,1,0,23316,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,71,0,1,1,0
"4551",0,0,1,12,5,12,1927,NA,1960,43,42880,2906,1,0,42880,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,91,0,1,1,0
"4556",1,0,1,NA,NA,10,NA,NA,2080,26,32160,939,1,1,47982.71875,0.600000023841858,0,15822.7197265625,15822.7197265625,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,51,0,1,1,0
"4595",1,0,1,8,NA,10,NA,NA,2600,45,35912,2795,1,0,64588,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"4597",1,0,1,13,12,13,1926,NA,2940,46,66003.0390625,2334,2,1,128640,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,71,0,1,1,0
"4603",1,0,1,12,7,8,1942,NA,1824,30,45560,2308,0,1,60568,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"4611",0,0,1,12,NA,9,NA,NA,2040,29,21440,1786,2,0,35590.3984375,1,0,0,0,0,8040,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,0,1,1,0
"4632",1,1,0,17,10,13,1926,NA,2327,46,142040,4855,2,1,158924,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"4658",0,0,1,15,9,10,1940,NA,0,32,0,1389,2,1,87142.8828125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"4693",1,0,1,11,6,11,1928,NA,2304,44,77720,3615,1,1,80989.6015625,0.600000023841858,1929.59997558594,1929.59997558594,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"4696",1,0,1,8,12,10,1917,NA,2470,55,46819.6015625,3193,0,1,86832,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,11,0,1,1,0
