"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"2140",1,0,1,16,1,NA,1946,2390,49,32760,1129,0,1,74569.5625,30,1,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"2147",1,0,1,14,8,9,1949,3621,45,106972.3203125,8127,3,1,169373.875,14,2,12,15,0,0,0,0,0,3,39,0,1,1,0
"2170",0,0,1,14,6,9,1962,653,32,934.440002441406,3096,3,NA,68920.796875,7,1,10,NA,NA,24635.51953125,0,NA,0,2,13,0,1,NA,1
"2205",1,0,1,13,3,11,1938,1000,57,6238.43994140625,3231,0,1,40605.23828125,15,4,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"2209",0,0,1,15,11,12,1946,2127,48,36660,1915,0,0,36713.0390625,26,1,NA,NA,NA,NA,NA,NA,0,4,11,0,1,1,0
"2212",0,0,1,12,4,10,1968,2008,26,19500,2174,0,1,48672,7,2,12,12,NA,29640,0,0,0,4,5,0,1,NA,1
"2248",0,0,1,14,7,12,1962,2500,32,0,2816,2,0,28697.759765625,12,1,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"2249",1,0,1,10,7,10,1954,2340,40,51480,79,4,1,67401.359375,13,2,8,10,0,0,0,0,0,3,3,0,1,1,0
"2253",1,0,1,12,4,11,1956,1872,38,24180,3586,0,1,52338,11,3,12,12,0,0,0,0,0,4,2,0,1,1,0
"2263",1,0,1,16,7,12,1948,2750,46,78001.5625,594,2,1,124803.1171875,14,2,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"2269",1,0,1,17,9,9,1954,4160,40,112323.1171875,26,4,1,112323.1171875,8,1,NA,16,0,NA,NA,0,0,4,2,0,1,1,0
"2273",1,0,1,12,1,12,1952,2400,43,46800,6854,2,1,78619.3203125,23,1,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"2280",0,0,1,11,11,11,1944,0,50,0,1038,0,0,18345.599609375,12,5,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"2281",1,0,1,12,8,10,1956,NA,38,NA,1817,0,0,194569.4375,NA,NA,12,16,131044.6796875,39000,0,0,0,1,29,0,1,NA,0
"2284",0,1,0,14,4,8,1962,1820,32,7798.43994140625,1615,2,0,7798.43994140625,10,3,3,9,0,0,0,0,0,3,32,0,1,1,0
"2296",0,1,0,7,10,8,1950,0,44,0,1629,1,1,38688,16,5,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"2330",1,1,0,13,1,12,1956,2162,40,22618.439453125,1992,0,0,22932,15,2,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"2347",1,0,1,16,10,12,1952,2106,42,84241.5625,2864,3,1,85926.359375,14,1,12,16,0,0,0,0,0,2,34,0,1,1,0
"2348",1,0,1,14,7,13,1952,720,42,11232,4930,3,1,58032,18,4,17,16,0,0,0,0,0,1,20,1,0,1,0
"2355",1,0,1,12,6,10,1945,1820,49,19297.19921875,2076,0,0,25740,21,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"2357",0,0,1,12,3,10,1947,829,47,15231.83984375,1809,1,1,75769.203125,18,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2363",1,0,1,12,9,10,1963,2040,31,28080,2093,0,0,28080,9,3,12,15,6041.8798828125,45085.55859375,0,0,0,2,12,0,1,1,0
"2368",0,0,1,13,4,10,1942,774,52,5026.31982421875,3422,0,NA,203250.84375,NA,2,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"2374",1,0,0,8,5,7,1954,2056,40,0,4061,2,1,21840,15,2,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"2379",0,0,1,12,9,12,1967,0,27,0,712,0,1,39000,NA,4,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"2383",1,0,1,12,11,7,1953,2187,41,24913.19921875,2169,0,1,46350.71875,NA,1,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"2387",0,1,0,16,8,10,1947,1668,47,43525.55859375,2051,0,0,43525.55859375,19,2,12,NA,NA,0,0,NA,0,3,16,0,1,1,0
"2394",1,0,1,10,5,12,1943,0,51,0,1474,0,1,30683.640625,33,3,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"2415",0,0,1,7,3,7,1938,2000,56,20320.560546875,2273,0,1,69015.9609375,21,5,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"2423",0,0,1,12,7,8,1952,2176,43,54601.55859375,366,0,0,54834,12,1,12,NA,NA,0,0,NA,0,1,31,0,1,1,0
"2437",1,0,1,17,9,11,1957,3185,37,49920,113,1,1,53899.55859375,11,2,14,NA,NA,0,0,NA,0,2,12,0,1,1,0
"2445",0,0,1,16,4,11,1955,0,39,0,540,3,1,1014039,4,1,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"2455",0,0,1,14,8,10,1969,980,25,3118.43994140625,1640,2,NA,56158.44140625,1,2,12,12,56161.55859375,2620.80004882812,0,0,0,2,13,0,0,NA,1
"2512",0,0,1,12,12,10,1968,1387,26,10918.4404296875,6463,0,NA,70200,8,2,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"2516",0,1,0,12,8,11,1963,2160,31,48360,8275,3,1,71760,13,3,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2517",1,0,1,12,4,8,1969,2835,25,59281.55859375,4057,0,0,59281.55859375,2,3,13,14,49920,14352,0,0,0,4,5,0,1,1,0
"2538",0,1,0,14,2,7,1966,1813,29,24648,2537,0,0,55848,10,4,12,NA,NA,27300,0,NA,0,3,3,0,1,1,0
"2540",0,0,1,12,8,11,1954,913,40,28080,1184,1,NA,185582.28125,12,1,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"2568",0,0,1,17,6,11,1965,1893,29,46800,1946,1,1,119029.5625,7,1,12,16,110763.1171875,53041.55859375,0,0,0,1,29,0,0,NA,1
"2582",1,0,1,12,1,8,1950,2270,45,39000,5879,2,1,71721,14,3,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"2609",0,0,1,12,7,10,1947,907,47,0,280,1,NA,107485.5625,13,1,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"2612",1,0,1,17,5,10,1968,1715,26,39000,1305,0,1,72384,NA,1,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"2636",0,0,1,12,8,7,1936,1270,58,35880,2722,0,1,54021.23828125,31,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2654",1,0,1,17,10,10,1951,2740,43,343212.46875,5706,2,1,632431.8125,15,1,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"2664",0,0,0,14,4,10,1962,1936,32,46800,2825,0,1,125737.5625,NA,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"2667",0,0,1,4,4,0,1934,NA,60,0,3956,0,NA,58696.55859375,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,0
"2679",0,0,1,13,11,11,1962,0,32,0,1267,1,1,24148.80078125,16,3,12,13,39000,934.440002441406,0,0,0,1,20,0,0,NA,1
"2712",1,0,1,12,7,11,1966,2016,28,31200,8298,0,1,32134.439453125,8,2,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"2719",0,0,1,17,2,11,1970,NA,25,NA,3019,0,NA,112323.1171875,NA,NA,13,17,112323.1171875,0,0,0,1,2,40,NA,NA,NA,0
"2733",0,0,1,17,3,11,1964,104,30,934.440002441406,994,2,1,48714.12109375,6,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2734",1,0,1,12,2,11,1950,4160,45,31200,2283,2,1,80683.203125,17,2,6,NA,NA,0,0,NA,0,3,45,0,1,1,0
"2753",1,0,1,14,9,11,1960,1560,34,53041.55859375,2556,1,1,78925.078125,6,1,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"2770",0,1,0,12,1,7,1965,1840,30,20280,3914,2,1,67558.921875,8,1,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"2791",0,0,1,17,7,12,1948,1128,46,46800,8637,1,NA,99295.5625,20,3,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"2795",1,0,1,15,11,13,1955,2904,39,210607.796875,5538,3,1,230497.796875,11,2,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"2801",1,0,1,12,12,12,1941,975,53,8424,23,0,1,40561.55859375,25,3,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"2807",1,0,1,12,6,8,1944,2600,50,70201.5625,501,0,1,190947.125,22,3,12,NA,NA,0,0,NA,0,3,45,0,1,1,0
"2842",1,0,1,12,7,10,1967,3920,27,78001.5625,8010,0,0,78001.5625,1,1,9,13,0,0,0,0,0,4,2,0,1,1,0
"2856",1,0,1,12,11,8,1961,2032,33,51480,3600,1,1,51793.55859375,5,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"2866",1,0,1,17,11,11,1957,2146,37,51480,4554,2,1,51523.6796875,6,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"2871",1,0,1,14,1,7,1951,2304,44,0,1594,2,1,78073.3203125,16,3,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"2882",1,0,1,14,12,9,1947,3390,47,82678.4375,83,1,1,133378.4375,19,2,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"2885",1,1,0,7,5,5,1946,227,48,1680.11999511719,7434,2,0,12912.1201171875,NA,3,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"2892",0,0,1,17,2,10,1959,0,36,780,5793,2,1,71292,7,1,12,12,218719.796875,31887.9609375,0,0,0,1,20,0,0,NA,1
"2896",0,0,1,14,9,13,1968,0,26,0,2975,1,1,45272.76171875,3,2,NA,NA,NA,NA,NA,NA,0,5,51,0,0,NA,1
"2915",0,0,1,12,4,12,1958,780,36,6238.43994140625,2400,3,1,104365.5625,NA,1,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"2927",1,0,0,16,10,11,1950,2032,44,93603.1171875,5609,1,1,169107.125,16,1,12,12,0,0,0,0,0,4,36,0,1,1,0
"2928",0,0,1,12,8,10,1940,NA,54,0,279,0,NA,22932,NA,NA,8,NA,NA,0,0,NA,0,3,32,0,0,NA,0
"2933",1,0,1,12,12,12,1955,1640,39,65520,2973,0,0,65988,11,3,12,12,0,0,0,0,0,3,16,0,1,1,0
"2954",1,0,1,12,8,12,1954,0,40,0,3973,0,0,11495.6396484375,9,4,12,17,0,0,0,0,0,1,37,0,0,1,0
"2970",1,0,1,12,1,11,1958,2430,37,54601.55859375,1637,1,1,76440,15,3,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"2984",0,0,1,12,8,10,1966,2040,28,34320,818,0,1,88921.5625,3,2,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"2997",1,0,1,12,5,10,1934,2500,60,0,2963,0,1,86581.5625,32,3,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"2999",1,0,1,NA,4,10,1958,2580,37,62401.55859375,6290,1,1,119185.5625,NA,2,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"3022",0,0,0,15,8,10,1960,1440,33,10918.4404296875,8838,0,0,104674.4375,15,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"3054",0,0,1,12,8,10,1965,552,29,3118.43994140625,3024,1,1,53508,7,2,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"3065",1,0,1,12,8,9,1957,2250,37,39000,2052,1,1,63960,10,2,12,12,2340,25624.560546875,0,0,0,3,9,0,1,1,0
"3090",0,0,1,15,8,11,1946,0,48,0,2942,0,1,205144.6875,4,3,12,12,0,0,0,0,0,1,20,0,0,NA,1
"3092",0,0,1,12,5,10,1952,2000,42,16536,3771,1,NA,60216,14,2,12,NA,NA,0,0,NA,0,1,37,0,1,NA,1
"3134",1,0,1,11,8,5,1967,NA,27,NA,2343,0,NA,50885.640625,NA,NA,15,9,0,35880,0,0,0,3,42,NA,NA,NA,0
"3159",1,0,1,14,3,10,1950,2450,44,35880,3489,0,1,140403.125,17,1,11,12,9358.4404296875,51480,0,0,0,1,31,0,1,1,0
"3168",0,0,1,14,12,13,1958,1767,36,32760,3247,3,1,72111,11,2,12,12,0,0,0,0,0,2,14,0,1,NA,1
"3195",1,0,1,17,3,10,1958,1739,37,182526.234375,9583,0,1,285175.8125,14,1,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"3202",1,0,1,12,8,8,1965,2470,29,57721.55859375,1208,1,1,74942.3984375,10,3,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"3213",0,0,1,12,8,7,1956,0,39,0,3463,1,NA,52166.3984375,NA,3,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"3231",1,0,1,16,3,12,1962,2000,33,28158,4223,0,0,28312.439453125,12,2,12,13,39000,39000,0,0,0,1,29,0,0,1,0
"3236",1,1,0,6,10,4,1953,0,41,0,350,0,0,9333.48046875,NA,3,NA,NA,NA,NA,NA,NA,0,3,32,0,0,1,0
"3248",1,0,1,17,3,9,1964,2000,30,53041.55859375,525,1,1,106627.5625,7,1,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"3253",1,0,1,12,9,11,1948,3542,46,44461.55859375,82,1,1,46255.55859375,18,2,8,10,0,0,0,0,0,3,3,0,1,1,0
"3277",0,0,1,17,4,8,1949,2654,45,46703.28125,4654,0,NA,106078.4375,18,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"3292",1,0,1,12,1,12,1958,2191,37,39000,1459,2,1,89108.7578125,9,1,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"3294",0,0,1,12,12,10,1964,2020,30,23400,4537,2,1,43210.44140625,2,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"3300",1,0,1,12,5,10,1959,2050,35,47821.80078125,3773,1,1,91720.203125,12,1,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"3303",0,0,1,12,12,10,1952,2400,42,93603.1171875,3489,0,1,140403.125,15,3,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"3322",0,0,1,14,3,10,1964,2109,30,21060,1966,0,0,21061.560546875,6,2,12,12,59281.55859375,20280,0,0,0,1,37,0,1,1,0
"3336",0,0,1,13,1,9,1960,0,35,0,2399,2,1,136504.6875,8,3,12,12,0,0,0,0,0,1,31,0,0,NA,1
"3351",1,0,1,12,4,NA,1970,NA,25,NA,9938,0,NA,113878.4375,NA,NA,12,12,42118.44140625,40560,0,0,0,1,31,0,1,NA,0
"3352",0,0,0,12,12,11,1955,1960,39,70201.5625,5609,1,1,169107.125,11,1,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"3354",1,0,1,4,8,13,1945,NA,49,0,2610,0,0,47487.9609375,NA,NA,NA,12,0,NA,NA,0,0,2,13,0,0,NA,0
"3392",0,0,1,12,4,12,1946,0,48,0,1362,1,1,148009.6875,12,2,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"3397",1,0,1,12,12,9,1955,2064,39,78001.5625,3306,3,1,78001.5625,11,2,12,14,0,0,0,0,0,4,46,0,1,1,0
"3412",0,0,0,14,1,12,1950,820,45,53236.55859375,4743,3,1,112213.921875,5,2,14,12,0,0,0,0,0,3,42,0,1,NA,1
"3419",0,0,1,17,12,10,1953,1200,41,54601.55859375,8965,2,1,358032.46875,14,1,13,NA,NA,1402.43994140625,0,NA,0,2,34,0,1,NA,1
"3425",1,0,1,17,6,10,1949,2930,45,95163.1171875,1740,2,1,98283.1171875,17,1,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"3426",0,0,1,14,12,12,1946,1168,47,21060,2401,0,0,31201.560546875,16,3,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"3444",0,0,1,17,12,10,1953,2000,41,46800,5006,1,1,117939.1171875,13,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"3454",1,0,1,16,12,8,1951,2000,43,0,1407,1,1,106861.5625,13,1,12,9,0,0,0,0,0,3,10,0,1,1,0
"3478",1,0,1,12,2,9,1953,3120,42,49920,1486,2,1,70666.4375,15,2,12,12,18439.19921875,312,0,0,0,2,14,0,1,1,0
"3488",0,0,1,17,9,11,1939,1800,55,96723.1171875,6948,0,1,327604.6875,14,2,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"3493",1,0,1,12,2,10,1963,2000,32,73321.5625,10302,3,1,78001.5625,4,3,NA,12,0,NA,1,0,0,2,21,0,1,1,0
"3496",0,1,0,14,6,11,1960,1000,34,36973.55859375,1745,3,0,58958.640625,14,2,12,13,65521.55859375,13572,0,0,0,1,37,0,1,1,0
"3523",1,0,1,12,8,7,1951,2110,43,24960,271,0,0,26520,16,2,12,8,0,62401.55859375,0,0,0,4,4,0,1,1,0
"3527",1,0,1,16,11,12,1958,2600,36,0,3114,2,1,54601.55859375,8,2,12,17,0,50310,0,0,0,2,22,0,1,1,0
"3532",0,0,1,12,10,11,1941,1330,53,20280,293,0,1,187515.125,8,2,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"3534",0,0,1,16,2,8,1942,1051,53,11838.83984375,2934,2,0,66955.203125,20,2,NA,NA,NA,NA,NA,NA,0,1,18,0,0,1,0
"3541",1,0,1,12,2,8,1940,1935,54,35817.6015625,4290,0,1,42368.0390625,29,4,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"3545",0,0,1,13,9,12,1958,1648,36,9358.4404296875,727,2,1,49918.44140625,7,3,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"3582",1,0,1,17,9,9,1948,2093,46,74881.5625,4237,2,1,102314.15625,15,1,12,NA,NA,0,0,NA,0,2,24,0,1,1,0
"3599",0,0,1,9,6,10,1955,2360,39,18720,433,4,0,34320,2,2,7,NA,NA,0,0,NA,0,2,34,0,1,1,0
"3601",0,1,0,12,10,8,1961,40,33,327.600006103516,2133,3,NA,104849.15625,2,4,11,NA,NA,23400,0,NA,0,2,13,0,0,NA,1
"3627",1,0,1,17,11,10,1955,3085,39,65208,698,1,1,94848,11,2,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"3630",1,0,1,15,1,12,1959,1083,36,0,3366,0,0,177840,8,3,NA,16,NA,NA,NA,0,0,4,36,0,1,1,0
"3676",1,0,1,17,6,11,1934,2040,60,156004.6875,6285,0,1,198424.203125,27,1,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"3680",1,0,1,12,6,11,1956,3570,38,93603.1171875,8003,1,1,109259.28125,21,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"3690",0,0,1,16,1,9,1952,1688,43,26520,8520,1,NA,61098.9609375,NA,2,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"3696",0,0,1,12,8,11,1967,1188,27,37542.9609375,3425,3,1,109351.3203125,2,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"3710",0,0,1,16,6,10,1948,1960,46,49920,6345,0,1,239388.234375,8,2,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"3714",0,0,1,12,6,7,1960,1857,34,54693.6015625,848,0,0,58592.0390625,6,2,11,12,0,0,0,0,0,2,22,0,1,1,0
"3726",0,0,1,16,5,11,1961,1500,33,42120,2913,0,0,42141.83984375,11,2,14,16,162244.6875,49920,0,0,0,1,29,0,1,1,0
"3762",0,0,1,15,9,12,1940,2040,54,24960,5406,0,NA,48516,18,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"3772",0,0,1,17,1,10,1946,2420,49,78001.5625,3806,1,NA,142353.125,23,2,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"3781",0,0,1,10,7,9,1956,867,38,4678.43994140625,8262,1,0,18518.759765625,20,4,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"3809",0,0,1,16,1,13,1951,0,44,0,10383,1,NA,110452.6796875,NA,4,NA,NA,NA,NA,NA,NA,0,6,NA,0,0,NA,1
"3814",0,0,1,12,8,7,1953,2000,41,37129.55859375,3184,2,1,70443.359375,7,3,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"3818",1,0,1,12,6,10,1958,2424,36,84241.5625,3165,0,0,84241.5625,8,1,12,12,81903.1171875,0,0,0,0,6,NA,0,1,1,0
"3830",1,0,0,14,2,10,1936,304,59,82049.7578125,2882,0,1,95582.7578125,27,3,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"3872",0,0,1,13,8,9,1962,1517,32,7798.43994140625,2213,2,1,10916.8798828125,4,2,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"3882",1,1,0,14,8,3,1968,2550,26,32760,1971,2,1,36544.55859375,4,1,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"3886",0,0,1,17,1,11,1947,1744,48,40722.23828125,299,0,1,43756.44140625,9,3,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"3931",1,0,1,12,5,13,1968,1213,26,21840,5954,0,1,108109.5625,3,2,12,17,0,31200,0,0,0,3,32,0,1,1,0
"3950",0,NA,NA,15,11,12,1944,NA,50,0,6073,0,NA,57986.76171875,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,0
"3951",1,0,1,16,3,13,1946,3675,49,70201.5625,5848,4,1,166182.125,21,2,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"3958",0,0,1,13,8,12,1948,0,46,0,3417,0,1,162244.6875,4,1,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"3966",1,0,1,15,6,13,1947,750,47,78001.5625,1214,0,0,89241.359375,29,4,17,NA,NA,0,0,NA,0,4,4,0,1,1,0
"3972",1,0,1,11,11,9,1961,2448,33,65520,603,2,1,65520,9,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"3978",1,0,1,17,10,11,1961,1080,33,11700,1047,0,1,184083.125,14,1,NA,NA,NA,NA,NA,NA,0,4,46,1,0,1,0
"3983",1,0,1,12,2,12,1962,1400,33,0,709,0,1,39385.3203125,15,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"4027",1,0,1,14,7,12,1965,3023,29,73321.5625,3331,0,1,117001.5625,9,2,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"4044",0,0,1,16,4,10,1963,0,31,0,2447,1,1,89857.5625,3,3,NA,NA,NA,NA,NA,NA,0,2,22,0,0,NA,1
"4071",1,0,1,12,8,10,1957,3384,37,22400.0390625,3545,0,0,22400.0390625,12,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"4080",1,0,1,16,9,12,1955,3036,39,95163.1171875,3232,3,1,97033.5625,12,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"4081",1,0,1,16,6,10,1946,NA,48,NA,3934,0,NA,3900,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,0
"4082",0,0,1,16,10,12,1953,1583,40,28080,9286,1,1,53192.87890625,21,3,16,17,0,0,0,0,0,6,NA,0,1,NA,1
"4112",0,0,1,12,1,8,1963,1500,32,7798.43994140625,4116,0,1,51480,5,3,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"4116",1,0,1,13,2,8,1935,2056,60,39000,847,2,1,77932.921875,31,1,NA,NA,NA,NA,NA,NA,0,3,42,0,0,1,0
"4127",0,0,1,12,2,7,1966,2460,29,32761.560546875,1257,2,NA,49921.55859375,4,2,8,NA,NA,0,0,NA,0,3,35,0,1,NA,1
"4128",1,0,1,14,5,11,1952,2640,42,96723.1171875,313,0,1,157486.6875,14,2,NA,12,0,NA,NA,0,0,4,4,0,1,1,0
"4131",0,0,1,12,5,9,1950,1960,44,90481.5625,562,1,0,110711.640625,17,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"4140",1,0,1,12,1,11,1958,3360,37,39000,7100,4,1,69170.3984375,11,1,NA,NA,NA,NA,NA,NA,0,1,28,0,1,1,0
"4151",0,1,0,12,7,7,1935,1008,59,8424,6,0,NA,39812.76171875,40,4,NA,NA,NA,NA,NA,NA,0,3,23,0,0,NA,1
"4157",1,0,1,17,9,8,1948,3146,46,101403.1171875,1828,2,1,148249.921875,15,2,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"4183",1,0,1,12,9,11,1958,1833,36,31200,6622,1,1,53740.44140625,18,1,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"4190",0,0,1,17,4,11,1946,2024,48,148828.6875,6950,1,1,505455.59375,15,4,NA,NA,NA,0,0,NA,0,2,21,0,1,NA,1
"4192",0,0,1,14,2,10,1956,2750,39,49920,1229,0,1,74621.0390625,11,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"4197",0,0,1,16,1,9,1951,1519,44,26208,4237,2,1,102314.15625,12,1,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"4225",1,0,1,11,10,10,1957,520,37,10918.4404296875,2344,2,1,-20281.560546875,10,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"4231",0,0,1,16,9,10,1951,1950,43,37440,4069,1,1,118249.5625,10,3,8,NA,NA,0,0,NA,0,3,41,0,1,NA,1
"4249",1,0,1,15,5,11,1947,2145,48,34320,10422,0,0,34320,27,2,12,NA,NA,17550,0,NA,0,2,13,0,1,1,0
"4251",1,0,1,15,6,7,1953,2820,41,118563.1171875,208,1,1,166924.6875,11,3,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"4275",0,0,1,16,9,11,1954,2684,40,109203.1171875,561,0,0,109203.1171875,12,2,12,16,110763.1171875,53041.55859375,0,0,0,1,29,0,1,1,0
"4283",1,0,1,17,3,11,1942,1830,53,81121.5625,3469,0,1,141183.125,20,2,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"4301",1,0,1,17,9,10,1951,1596,43,54601.55859375,1360,0,1,93651.4765625,20,3,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"4304",1,0,0,12,1,12,1970,2450,25,46800,67,2,1,51480,3,2,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"4317",0,NA,NA,16,10,10,1967,0,27,0,5527,0,0,40823.640625,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,1
"4318",0,0,1,17,10,12,1965,1500,29,4678.43994140625,2881,2,0,9750,12,4,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"4323",0,0,1,16,7,8,1961,0,33,0,5347,3,1,88289.7578125,6,1,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"4330",1,0,1,12,2,8,1965,2520,30,31200,940,2,1,56160,4,1,12,12,53041.55859375,0,0,0,0,2,12,0,1,1,0
"4333",1,0,1,16,5,9,1941,1517,54,78001.5625,8835,2,1,78079.5625,25,1,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"4342",0,0,1,11,5,9,1958,1930,36,20280,2488,0,1,90776.3984375,4,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"4365",1,1,0,12,8,7,1957,2850,37,28080,2077,3,1,60840,9,3,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"4377",0,0,1,16,1,12,1950,2080,45,40973.3984375,1626,0,0,41652,17,1,12,11,0,0,0,0,0,3,3,0,1,1,0
