"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","study","works","head","wife"
"1608",0,0,1,16,7,9,1936,234,33,15938,217,4,1,134247,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,1
"1662",0,0,1,16,9,11,1938,320,31,6743,1891,2,1,103290.5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"1680",0,0,1,12,10,13,1924,0,46,0,2207,1,1,78120.71875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,1
"1700",1,0,1,12,7,9,1916,2024,53,50149.53125,3924,0,1,67264.4921875,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"1772",1,0,1,8,2,10,1928,2244,43,49040,2238,2,1,72334,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,1,1,0
"1776",1,0,1,12,1,10,1938,1376,39,55170,2856,2,1,64978,0.800000011920929,613,613,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,1,0
"1778",0,0,1,12,8,10,1920,2040,49,30650,793,1,1,104210,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"1787",1,0,1,12,3,13,1921,3096,49,91950,4054,1,1,93176,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"1815",0,0,1,9,10,11,1915,2080,43,42910,1918,0,1,43093.8984375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"1822",0,0,1,12,8,12,1923,0,46,0,335,1,1,101145,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,1
"1834",1,0,1,12,8,9,1929,2000,40,35554,3145,2,1,38496.3984375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,0,1,1,0
"1838",1,1,0,12,NA,8,NA,1632,40,51632.98828125,2357,3,1,52736.390625,1.70000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,1,1,0
"1844",1,0,1,12,12,11,1928,3060,42,82755,3624,4,1,82963.421875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,1,0
"1858",1,0,1,12,9,10,1919,2450,50,35094.25,516,0,1,57928.5,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,4,0,1,1,0
"1888",0,0,1,13,12,13,1920,0,49,0,1770,0,1,237231,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,1
"2031",1,0,1,16,11,10,1939,3280,30,49101.30078125,1698,2,1,76563.703125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,1,0
"2082",1,0,1,11,NA,NA,NA,2040,27,27585,2113,2,1,27585,0.800000011920929,0,61293.87109375,0,0,9999,0,0,NA,NA,32930.359375,NA,NA,0,0,1,37,NA,0,1,1,0
"2096",1,0,1,13,12,11,1930,1905,39,24274.80078125,390,6,1,36473.5,1.10000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,1,1,0
"2111",0,NA,NA,12,NA,10,NA,1820,34,11156.599609375,3811,3,NA,51234.5390625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,1
"2126",0,NA,NA,7,NA,6,NA,2080,51,12260,872,1,NA,32182.5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,1
"2192",1,0,0,4,NA,5,NA,540,37,22068,3089,6,1,45165.83984375,1.79999995231628,14712,14712,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,0,1,1,0
"2205",1,0,1,13,3,11,1938,1760,32,22068,2627,2,1,29154.279296875,1.29999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,1,0,0,1,0
"2219",0,0,1,12,7,10,1923,160,45,1532.5,2837,2,NA,132101.5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,1
"2224",1,0,1,12,NA,9,NA,2340,26,41377.5,3590,2,1,41377.5,0.699999988079071,0,4511.68017578125,0,0,736,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,1,0
"2280",0,0,1,11,11,11,1944,1920,25,20229,3158,2,NA,54557,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,1
"2325",1,0,1,NA,NA,13,NA,NA,41,NA,2315,0,NA,24654.859375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,32,NA,NA,NA,NA,0
"2340",1,0,1,12,6,10,1913,2015,56,34941,635,0,1,41101.6484375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,1,0
"2368",0,0,1,13,4,10,1942,45,27,275.850006103516,1574,4,1,90172.296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"2393",1,0,1,12,11,10,1934,2017,35,41322.328125,483,2,1,82761.1328125,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,1,0
"2415",0,0,1,7,3,7,1938,1440,32,12260,1475,2,1,54250.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,1
"2443",1,0,1,12,2,10,1945,2050,25,38619,883,0,1,66204,0.5,0,0,0,0,0,0,0,12,8,25684.69921875,29233.970703125,0,0,0,2,13,NA,0,1,1,0
"2452",1,0,1,12,1,6,1927,2205,43,49585.5703125,3440,1,1,97399.5703125,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,1,0,1,1,0
"2490",0,0,1,11,11,7,1942,0,27,0,2348,2,0,47814,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,1,0
"2539",1,1,0,10,NA,6,NA,0,55,0,1208,0,1,19407.580078125,0.400000005960464,0,19015.259765625,5774.4599609375,7503.1201171875,936,0,0,NA,NA,NA,NA,NA,NA,0,3,17,3,0,0,1,0
"2578",0,NA,NA,16,NA,12,NA,1720,56,55170,3730,0,NA,88885,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,1
"2581",0,0,1,15,3,12,1924,0,46,0,2424,1,1,97467,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,1
"2586",0,0,1,8,9,5,1929,0,40,0,4458,4,1,87101.171875,1.10000002384186,0,26040.240234375,3248.89990234375,0,0,0,3718,NA,NA,NA,NA,NA,NA,0,1,37,3,0,0,1,0
"2616",0,0,1,12,3,10,1937,0,34,0,4172,6,1,27585,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,1
"2636",0,0,1,12,8,7,1936,120,34,1471.19995117188,3287,1,1,42787.3984375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,1
"2666",0,1,0,12,8,8,1929,1920,40,18144.80078125,2969,2,1,132775.796875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"2667",0,0,1,4,4,0,1934,NA,36,NA,2293,3,NA,114569.703125,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,0
"2668",1,0,1,12,NA,9,NA,2970,33,73560,2415,3,1,75429.6484375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,1,0
"2695",1,0,1,13,NA,11,NA,3060,27,39906.30078125,2242,1,1,73376.1015625,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,1,1,0
"2701",1,0,1,12,6,11,1924,2040,45,91950,3421,2,1,121374,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,1,1,0
"2710",1,0,1,12,5,10,1917,2080,53,25133,4519,0,1,29546.599609375,1,0,3089.52001953125,0,0,504,0,0,NA,NA,NA,NA,0,NA,0,3,9,NA,0,1,1,0
"2804",1,1,0,5,3,8,1925,2040,47,19125.599609375,608,6,1,32489,1.29999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,1,0
"2807",1,0,1,12,6,8,1944,2720,28,56396,3654,2,1,91337,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,1,0
"2839",1,0,1,16,12,10,1927,3185,42,183900,1436,3,1,197386,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,1,0
"2888",1,0,1,12,NA,9,NA,2050,48,58235,3093,1,1,96228.7421875,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,0,1,1,0
"2912",0,NA,NA,6,NA,NA,NA,0,36,0,4029,3,NA,53944,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,33,NA,NA,NA,NA,1
"2922",1,0,1,14,9,8,1915,2992,54,85207,3896,1,0,95015,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,0,1,1,0
"2947",1,0,1,13,8,11,1944,1920,25,62526,3709,0,1,71721,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,2,0,1,1,0
"2966",0,NA,NA,11,NA,5,NA,1440,31,41193.6015625,3678,1,NA,103284.3671875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,1
"2978",0,0,1,16,NA,12,NA,120,25,1839,4303,0,NA,57009,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,1
"2997",1,0,1,12,5,10,1934,1960,34,34818.3984375,1481,1,1,69759.3984375,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,1,1,0
"3012",0,0,1,16,3,11,1930,1225,40,36780,3879,0,1,118922,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,1
"3077",1,0,1,16,1,12,1928,2205,42,165510,4584,2,1,165510,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,0,1,1,0
"3098",0,0,1,12,2,13,1935,2080,35,NA,2061,0,0,77501.59375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,11,NA,0,0,0,0,0,1,37,NA,NA,NA,NA,0
"3099",0,0,1,14,11,12,1928,0,41,0,4584,2,1,165510,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,1
"3103",0,0,1,7,1,9,1914,0,54,0,690,0,1,42297,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,1
"3111",1,0,1,8,8,9,1924,3510,45,33022.30859375,4615,2,1,44528.3203125,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,0,1,1,0
"3127",1,0,1,10,12,10,1913,624,56,2605.25,847,0,1,2605.25,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,1,0
"3132",1,1,0,3,9,7,1917,2340,52,26518.380859375,3408,2,1,30931.98046875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,0,1,1,0
"3143",0,0,1,11,4,8,1912,0,58,0,3002,0,NA,47814,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,1
"3169",1,0,1,16,10,13,1918,2490,51,42297,4276,2,1,82663.046875,0.699999988079071,0,625.260009765625,0,0,102,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,0,1,1,0
"3229",1,0,1,12,5,12,1924,2684,45,61913,769,4,1,68962.5,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,0,1,1,0
"3240",0,0,1,16,11,11,1912,1295,57,37393,2007,0,1,148959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,1
"3304",1,0,1,17,7,11,1918,2940,52,73560,2391,0,1,77697.75,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"3344",1,0,1,16,NA,10,NA,2227,52,99306,4065,0,1,188528.15625,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"3488",0,0,1,17,9,11,1939,0,30,0,2754,2,1,85513.5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,1
"3498",0,0,1,12,4,9,1919,0,51,0,2646,0,1,54066.6015625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,1
"3505",0,NA,NA,12,NA,10,NA,1960,42,49040,3848,0,NA,118922,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"3509",1,0,1,10,NA,9,NA,1400,38,20038.970703125,4171,5,1,30643.869140625,0.899999976158142,3861.89990234375,3861.89990234375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,1,0
"3513",0,0,1,8,3,7,1923,0,47,0,3117,1,1,95695.4296875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,1
"3532",0,0,1,12,10,11,1941,0,29,0,1830,5,1,54097.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,1
"3534",0,0,1,16,2,8,1942,1720,28,45975,4133,1,1,141603,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,1
"3564",1,0,1,12,NA,7,NA,2801,38,128730,2663,8,1,129956,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,0,1,1,0
"3580",1,0,1,17,1,9,1923,1509,48,41585.921875,1197,0,1,56297.921875,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,1,0
"3607",0,0,1,8,NA,6,NA,2235,57,40359.921875,1570,0,0,53159.359375,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"3614",0,0,1,11,1,7,1927,520,42,1348.59997558594,3144,4,NA,60349.8515625,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,1
"3646",0,0,1,11,12,10,1932,0,38,0,2737,3,1,99306,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"3656",1,0,1,15,NA,12,NA,2400,57,110340,2862,0,0,116470,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,1,0,1,1,0
"3672",0,0,1,12,9,9,1933,0,36,0,655,5,1,66602.453125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,1
"3676",1,0,1,17,6,11,1934,1870,35,70495,1924,2,1,70495,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"3693",0,0,1,9,9,12,1909,0,60,0,1190,0,1,30037,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,1
"3731",0,0,1,12,5,10,1916,0,53,0,1238,1,NA,74479.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"3748",0,0,1,12,10,9,1912,280,58,4291,2205,0,1,43523,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,1
"3759",0,0,1,12,11,10,1929,0,40,0,2740,1,1,92869.5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,1
"3760",1,NA,NA,9,1,8,1926,2000,44,NA,450,0,NA,63384.19921875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,0
"3764",1,0,1,13,NA,12,NA,2600,37,63752,481,4,1,120331.8984375,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,1,1,0
"3780",1,0,1,13,6,10,1935,2470,34,42297,2933,1,1,42297,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"3789",1,0,1,16,4,12,1913,2160,57,150798,1520,0,0,153250,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,1,1,0
"3830",1,0,0,14,2,10,1936,1960,34,67430,2212,0,1,110707.796875,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"3867",1,0,1,8,12,8,1920,2423,48,38073.4296875,2984,3,1,84839.203125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,1,0
"3908",0,1,0,12,4,10,1922,1350,48,12260,4153,0,1,72211.3984375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3,16,NA,NA,NA,NA,1
"3933",0,NA,NA,9,NA,4,NA,360,58,2881.10009765625,4369,0,NA,32121.19921875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,1
"3936",1,0,1,12,8,8,1920,2295,49,41886.2890625,684,2,1,60962.8515625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,1,0
"3959",1,0,1,12,8,10,1923,2156,46,50266,3374,0,1,77838.7421875,0.5,0,0,0,0,0,0,0,8,6,9195,0,0,0,0,2,34,NA,0,1,1,0
"3980",1,0,1,10,7,10,1937,2571,32,61300,2419,2,1,132990.34375,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,1,0
"4078",1,1,0,6,5,6,1910,2000,59,22068,369,0,1,28896.8203125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,2,0,1,1,0
"4108",0,NA,NA,12,NA,NA,NA,NA,36,NA,3563,1,NA,55170,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,0
"4116",1,0,1,13,2,8,1935,2384,35,45975,1538,2,1,76496.2734375,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,1,0
"4134",0,NA,NA,12,NA,10,NA,2000,27,49040,4304,1,NA,140990,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,1
"4142",0,1,0,11,9,2,1914,0,54,0,480,5,1,39495.58984375,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,1
"4144",1,0,1,7,1,11,1926,1823,44,47072.26953125,782,0,1,69747.140625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,2,34,4,0,1,1,0
"4151",0,1,0,12,7,7,1935,2000,34,9195,529,2,1,40764.5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,1
"4171",0,0,1,17,1,12,1931,900,39,15325,714,2,1,199531.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"4172",0,0,1,10,2,10,1921,1080,49,8496.1796875,1696,2,NA,35284.28125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,1
"4188",0,NA,NA,16,NA,11,NA,480,26,5051.1201171875,3543,1,NA,32568.689453125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"4193",1,1,0,14,9,10,1922,2528,47,30404.80078125,2257,1,1,42818.05078125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,1,0
"4265",0,0,1,6,6,9,1924,0,45,0,194,0,NA,24379.009765625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,1
"4283",1,0,1,17,3,11,1942,1424,28,48310.53125,1712,0,1,97847.0625,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,0,1,1,0
"4397",1,0,1,11,7,8,1940,1980,29,35290.41015625,471,2,1,39213.609375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,1,0
"4437",1,0,1,14,4,9,1920,1920,50,55170,985,1,1,147120,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,1,1,0
"4442",0,0,1,12,4,11,1922,1690,48,11873.8095703125,2696,0,1,40378.30859375,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"4453",0,0,1,7,6,8,1917,1920,52,34107.3203125,1797,0,0,38502.53125,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"4490",0,1,0,8,5,7,1924,1352,44,10359.7001953125,3808,8,0,10850.099609375,2.20000004768372,0,8238.7197265625,0,0,1344,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,1,1,0
"4496",1,1,0,16,NA,8,NA,1600,58,29424,1377,0,1,74050.3984375,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"4529",0,0,1,14,12,12,1941,2040,28,27585,3087,0,1,69882,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,NA,NA,NA,NA,1
"4530",1,0,1,NA,NA,NA,NA,NA,52,NA,1553,0,NA,41414.28125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,0
"4551",0,0,1,12,5,12,1927,2000,40,36780,4006,1,0,36780,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,1,0
"4595",1,0,1,8,NA,10,NA,2617,41,44362.80859375,773,3,0,70801.5,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"4597",1,0,1,13,12,13,1926,3000,43,62832.5,4528,4,1,163977.5,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,1,1,0
"4611",0,0,1,12,NA,9,NA,1600,27,6130,2794,2,NA,50535.71875,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,1
"4632",1,1,0,17,10,13,1926,3060,43,128730,4306,2,1,160483.40625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"4658",0,0,1,15,9,10,1940,585,29,613,4282,2,1,59461,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,1
"4693",1,0,1,11,6,11,1928,2112,41,67430,3640,1,1,67430,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,1,0
"4696",1,0,1,8,12,10,1917,2340,52,27100.73046875,3844,0,1,47525.890625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"4768",1,1,0,11,11,7,1936,4000,32,28688.400390625,2751,4,1,53012.23828125,1.60000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,1,0
"4801",0,0,1,13,6,7,1940,0,29,0,2996,6,NA,18390,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,1
"4818",0,0,1,12,3,8,1933,1960,37,31876,3442,2,1,96241,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,1
"4842",1,0,1,8,NA,6,NA,2600,57,31876,3884,2,1,82117.4765625,1,0,8827.2001953125,0,0,0,0,1440,NA,NA,NA,NA,NA,NA,0,2,26,NA,0,1,1,0
"4857",1,0,1,14,10,11,1945,NA,25,NA,4509,0,NA,48733.5,0.5,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,15631.5,0,NA,0,4,4,NA,NA,NA,NA,0
"4858",1,0,1,12,9,8,1914,2080,55,36780,1147,0,1,36780,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,1,0
"4861",0,0,1,12,6,6,1918,2000,51,24863.279296875,3884,2,NA,82117.4765625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,1
"4876",0,0,1,12,5,11,1943,1970,27,21455,4488,1,1,46588,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,1
"4886",0,1,0,9,9,9,1913,1680,56,18390,4412,0,NA,61300,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,1
