"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"20801",1,0,1,11,11,10,1941,NA,1984,32,55545,3856,2,1,61341,10,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,81,0,1,1,0
"20829",0,0,1,12,6,11,1930,NA,0,44,0,2351,3,1,120750,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"20838",0,0,1,5,4,10,1923,NA,0,50,0,3810,2,1,120750,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"20858",1,0,1,12,6,8,1931,NA,2295,42,33810,5040,3,1,77280,24,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,83,0,1,1,0
"20889",1,0,1,10,NA,7,NA,NA,2686,28,74865,4722,0,1,77763,10,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,81,0,1,1,0
"20893",0,0,1,16,NA,9,NA,NA,NA,25,NA,2832,3,NA,111094.828125,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,0
"20915",1,0,1,9,6,5,1947,NA,2025,26,29100.75,15,3,1,29100.75,8,1.70000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,81,0,1,1,0
"20952",1,0,1,NA,NA,11,NA,NA,NA,30,NA,699,1,NA,56511,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,0
"20955",1,1,0,9,1,9,1935,NA,2036,39,43470,4070,1,1,50232,21,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,33,0,1,1,0
"20975",0,0,1,15,6,12,1931,NA,2075,43,60858,730,1,1,98532,21,0.400000005960464,0,16228.7998046875,16228.7998046875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,86,0,1,1,0
"21033",0,NA,NA,10,6,7,1935,NA,0,39,0,873,2,NA,96600,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"21059",1,0,1,16,5,12,1947,NA,1967,26,55545,2827,0,0,57718.5,8,0.100000001490116,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,71,0,1,1,0
"21077",1,0,1,8,3,8,1924,NA,2152,51,64239,1465,0,1,111896.609375,33,0.400000005960464,1521.44995117188,1521.44995117188,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,33,0,1,1,0
"21084",1,0,1,15,2,13,1919,NA,1640,55,43470,559,0,1,45015.6015625,35,0.5,1545.59997558594,1545.59997558594,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,0,1,1,0
"21097",0,0,1,12,8,11,1943,NA,45,30,362.25,2926,4,1,100203.1796875,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"21102",1,0,1,11,7,8,1917,NA,2600,56,77280,3699,0,1,178710,32,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,1,33,0,1,1,0
"21175",0,0,1,17,10,13,1942,NA,1960,31,53130,4365,0,0,53130,11,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,86,0,1,1,0
"21198",1,0,1,6,NA,9,NA,NA,2600,29,20769,2545,1,1,54096,11,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,62,0,1,1,0
"21206",1,0,1,10,6,7,1946,NA,2193,27,26565,3636,2,1,26565,9,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,51,0,1,1,0
"21228",0,0,1,13,3,9,1949,NA,2875,25,47334,4461,0,NA,92977.5,9,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,12,12,66518.7578125,0,0,0,0,2,21,NA,NA,NA,NA,NA,1
"21229",0,NA,NA,5,NA,5,NA,NA,0,50,0,847,3,NA,51603.71875,NA,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"21259",0,0,1,12,7,11,1920,NA,440,53,4018.56005859375,17,0,1,39364.5,15,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"21275",1,0,1,12,10,7,1948,NA,2166,25,52164,4887,0,1,52164,6,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,51,0,1,1,0
"21288",1,0,0,17,6,13,1932,NA,2068,41,118335,2107,2,1,118818,25,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,31,0,1,1,0
"21323",0,0,1,12,3,12,1921,NA,0,53,0,1618,0,1,82593,9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"21356",1,0,1,17,7,10,1929,NA,1920,45,47092.5,4848,0,0,58776.26953125,27,0.100000001490116,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,42,NA,87,0,1,1,0
"21374",1,0,1,12,1,10,1948,NA,2040,26,67620,1651,2,1,67620,8,0.699999988079071,0,0,0,0,0,0,0,NA,7,33810,0,0,0,0,1,37,NA,33,0,1,1,0
"21385",0,0,1,14,2,11,1944,NA,0,30,0,2737,2,1,101430,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"21403",1,0,1,12,4,10,1930,NA,2500,44,57477,5106,1,1,77956.203125,26,0.699999988079071,2656.5,2656.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,61,0,1,1,0
"21425",0,0,1,10,11,8,1918,NA,0,55,0,5266,0,1,56269.5,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"21449",1,0,1,14,5,12,1938,NA,1960,37,57960,875,1,1,101430,19,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,61,0,1,1,0
"21473",0,0,1,12,10,11,1941,NA,0,32,0,4958,2,NA,79695,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,11,NA,NA,NA,NA,NA,1
"21512",0,0,1,7,8,12,1916,NA,2040,56,27048,2243,0,1,111573,38,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"21524",0,0,1,12,4,9,1922,NA,1820,49,18899.7890625,3213,0,1,57539.7890625,29,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"21534",0,0,1,12,6,10,1930,NA,2640,44,63393.75,388,1,0,67919.4609375,14,0.400000005960464,0,0,0,0,0,3622.5,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,33,0,1,1,0
"21579",1,0,1,8,4,11,1927,NA,2209,46,90079.5,273,0,1,90079.5,31,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,30,0,1,1,0
"21583",1,0,1,17,4,13,1946,NA,2250,27,77280,1608,1,1,77763,9,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,2,21,NA,32,0,1,1,0
"21606",0,0,1,12,12,10,1929,NA,2000,44,31395,2247,2,1,166635,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"21609",1,0,1,12,11,12,1915,NA,2254,58,59892,1425,1,1,77280,40,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,85,0,1,1,0
"21665",1,0,1,12,1,10,1949,NA,2080,25,8694,4385,0,0,8694,7,0.100000001490116,0,0,0,0,0,0,0,16,12,20165.25,15456,0,0,0,2,14,NA,51,0,1,1,0
"21691",0,0,1,17,1,10,1940,NA,0,34,0,2522,3,1,115920,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"21702",1,0,1,12,NA,11,NA,NA,2624,25,48300,2627,0,1,67648.9765625,7,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,32,0,1,1,0
"21733",0,0,1,12,8,10,1913,NA,0,60,0,261,0,1,40861.80078125,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"21735",1,0,0,12,5,9,1943,NA,1400,31,7245,2121,2,1,28980,11,1,0,11244.240234375,0,7245,828,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,0,0,1,0
"21766",0,NA,NA,12,NA,9,NA,NA,1715,34,38543.3984375,447,3,NA,118721.3984375,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"21804",0,1,0,5,4,5,1927,NA,0,45,0,4203,0,1,48493.19921875,20,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"21808",0,0,1,12,2,11,1934,NA,0,40,0,2251,1,0,34293,12,0.699999988079071,0,0,0,0,0,19320,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,0,0,1,0
"21816",0,0,1,12,4,10,1948,NA,800,26,9177,250,1,1,114712.5,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"21854",1,0,1,12,8,10,1935,NA,2304,38,31395,240,0,1,36225,20,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,0,0,1,0
"21860",0,0,1,17,8,11,1948,NA,2000,25,42504,1877,0,1,54385.80078125,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,16,12,0,48300,0,0,0,1,20,NA,NA,NA,NA,NA,1
"21862",0,0,1,12,12,10,1917,NA,1300,56,32418.9609375,1983,0,1,178999.796875,23,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"21889",1,0,1,4,NA,9,NA,NA,1485,35,18354,4027,3,1,18354,17,0.800000011920929,0,6839.27978515625,0,0,1416,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,11,0,1,1,0
"21892",0,0,1,12,1,11,1921,NA,2000,53,24309.390625,2241,0,NA,114422.703125,17,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"21898",1,0,1,14,3,10,1938,NA,2800,36,82110,659,4,1,119301,18,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,92,0,1,1,0
"21944",0,0,1,10,NA,7,NA,NA,1840,45,15697.5,1985,1,0,37432.5,7,1.5,0,0,0,0,0,3622.5,0,8,NA,NA,0,0,NA,0,2,34,NA,86,0,1,1,0
"21945",1,0,1,10,6,5,1948,NA,NA,26,NA,5089,2,NA,36094.58984375,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,37,NA,NA,NA,NA,NA,0
"22009",1,0,1,15,6,10,1947,NA,1819,26,62790,1529,0,1,73444.9765625,8,0.300000011920929,0,0,0,0,0,0,0,12,NA,NA,15600.900390625,0,NA,0,3,9,NA,91,0,1,1,0
"22014",0,0,1,12,10,10,1915,NA,240,56,3864,616,0,1,114954,15,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"22059",0,0,1,16,12,12,1940,NA,860,34,41055,2361,2,1,159873,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"22072",0,0,1,14,1,9,1947,NA,1960,27,36321.6015625,46,0,0,36683.8515625,8,0.200000002980232,0,0,0,0,0,0,0,NA,10,16905,NA,NA,0,0,4,4,NA,86,0,1,1,0
"22079",1,0,1,14,10,11,1926,NA,2115,47,241500,2504,4,1,326025,27,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,62,0,1,1,0
"22109",0,NA,NA,NA,NA,9,NA,NA,0,26,0,3907,5,NA,19320,NA,1.70000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"22120",0,0,1,12,6,6,1943,NA,0,29,0,2936,3,1,60375,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"22153",1,0,1,17,11,10,1924,NA,1960,49,118335,1698,0,1,167601,31,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,92,0,1,1,0
"22179",0,0,1,12,2,9,1934,NA,1600,40,19320,2408,2,1,57718.5,20,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"22191",1,0,1,12,NA,13,NA,NA,0,58,0,419,0,1,32109.83984375,39,0.300000011920929,0,14721.83984375,14721.83984375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,0,0,1,0
"22232",0,0,1,12,NA,10,NA,NA,2000,28,NA,4794,0,NA,42175.55859375,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,10143,0,NA,0,3,42,NA,NA,NA,NA,NA,0
"22247",1,0,1,9,9,10,1944,NA,2980,29,30622.19921875,1489,2,1,36901.19921875,11,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,51,0,1,1,0
"22260",1,0,1,10,9,10,1918,NA,2400,55,67620,5210,0,1,67620,37,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,30,0,1,1,0
"22270",1,0,1,8,12,11,1930,NA,3528,43,57960,4222,0,1,116209.796875,25,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"22271",1,0,1,10,NA,12,NA,NA,NA,53,NA,730,1,NA,98532,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,0,NA
"22281",1,0,1,6,NA,7,NA,NA,2209,48,33810,2341,0,1,90977.8828125,30,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,62,0,1,1,0
"22290",1,0,1,16,3,8,1924,NA,2156,50,72450,2040,1,1,96600,32,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,31,NA,85,0,1,1,0
"22312",0,0,1,12,NA,13,NA,NA,2080,42,NA,463,0,NA,59307.5703125,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,0
"22321",1,0,1,16,2,NA,1948,NA,800,26,NA,2203,0,NA,63871.921875,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,8,44436,12075,0,0,0,3,45,NA,NA,NA,NA,NA,0
"22347",0,0,1,12,5,10,1928,NA,0,45,0,3340,1,1,69069,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"22371",0,NA,NA,12,NA,12,NA,NA,1800,25,14490,4025,0,NA,55062,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"22372",1,0,1,12,2,11,1926,NA,2385,48,82110,1223,0,1,89393.640625,26,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,92,0,1,1,0
"22404",1,0,1,16,2,11,1925,NA,2489,49,78004.5,4662,2,1,80033.1015625,29,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,71,0,1,1,0
"22407",0,0,1,12,12,8,1921,NA,1440,53,13524,2449,0,1,81627,12,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"22415",0,0,1,8,7,5,1945,NA,0,28,0,556,4,1,59297.91015625,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"22462",0,0,1,14,1,9,1921,NA,0,53,0,2105,0,1,125580,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"22479",0,0,1,10,8,11,1923,NA,0,51,0,4759,0,1,63273,15,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"22481",0,0,1,12,6,11,1920,NA,0,53,0,1199,3,1,160839,12,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"22489",0,0,1,17,1,13,1945,NA,1200,29,33810,1032,0,1,103362,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"22492",0,1,0,12,2,7,1932,NA,1004,42,14490,1451,3,0,44513.28125,15,0.600000023841858,0,22314.599609375,22314.599609375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,31,0,1,1,0
"22500",1,0,1,NA,NA,9,NA,NA,2787,29,53130,5083,3,1,62500.19921875,11,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,1,87,0,1,1,0
"22544",1,1,0,15,6,9,1939,NA,1764,34,69721.046875,4311,2,1,76000.046875,13,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,32,0,1,1,0
"22566",1,0,1,12,8,10,1916,NA,2450,57,74865,964,2,0,74865,29,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"22567",0,0,1,17,5,10,1929,NA,NA,44,NA,1430,0,0,21735,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,0
"22574",1,0,1,8,8,7,1927,NA,1805,46,66654,927,0,1,126521.8515625,27,0.699999988079071,2898,2898,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,2,33,0,1,1,0
"22576",1,0,1,11,12,11,1916,NA,1176,57,16905,1070,0,1,82593,39,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,81,0,1,1,0
"22591",0,0,1,12,2,11,1923,NA,0,50,0,1194,2,1,100174.203125,5,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"22603",1,1,0,12,12,12,1943,NA,1904,30,71822.1015625,2813,2,1,71822.1015625,12,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,51,0,1,1,0
"22615",0,0,1,12,4,8,1944,NA,0,30,0,3898,2,NA,60819.359375,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"22620",1,0,1,14,1,7,1938,NA,2383,36,41798.8203125,2889,2,1,41798.8203125,18,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,91,0,1,1,0
"22631",0,0,1,12,3,12,1945,NA,0,29,0,4563,3,1,69069,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"22633",0,0,1,12,5,10,1948,NA,0,26,0,4745,2,1,57960,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"22705",1,0,1,17,4,13,1948,NA,2586,25,46368,905,2,1,47768.69921875,7,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,87,0,1,1,0
"22728",1,0,1,5,4,6,1928,NA,2700,46,31395,3873,0,1,43489.3203125,28,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"22753",1,0,0,13,9,9,1939,NA,2960,34,53130,2955,2,1,53613,16,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,31,0,1,1,0
"22759",0,1,0,12,6,8,1942,NA,2014,31,33810,2161,3,0,75806.8515625,10,0.699999988079071,0,0,0,0,0,1207.5,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,44,0,1,1,0
"22767",0,0,1,7,8,9,1937,NA,1530,37,93924.1796875,3829,2,1,482995.15625,15,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"22773",1,0,1,2,7,11,1943,NA,1952,30,44194.5,2746,2,1,44194.5,11,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"22795",1,0,1,12,3,11,1937,NA,3510,36,37794.75,3015,2,1,58641.03125,18,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"22797",0,0,1,12,4,11,1935,NA,0,38,0,2548,3,1,79212,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"22806",1,0,1,14,6,10,1937,NA,4386,37,59409,1849,0,1,65688,16,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,28,NA,61,0,1,1,0
"22829",1,0,1,17,2,7,1942,NA,2040,32,72450,2051,2,1,118335,14,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,4,49,0,1,1,0
"22840",0,0,0,16,2,10,1935,NA,300,39,9660,1449,2,1,115437,21,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"22848",1,1,0,5,NA,7,NA,NA,NA,51,NA,910,3,NA,42407.3984375,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,0
"22920",0,0,1,12,4,13,1941,NA,1944,32,28980,463,0,0,59307.5703125,13,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,2,12,NA,71,0,1,1,0
"22946",0,NA,NA,11,NA,10,NA,NA,0,36,0,2041,4,NA,69648.6015625,14,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"22977",0,0,1,16,12,10,1932,NA,0,42,0,2056,1,1,57960,16,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"23022",0,0,1,8,12,8,1915,NA,0,58,0,1582,0,1,68827.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"23048",1,0,1,17,2,10,1939,NA,2376,35,53130,2269,1,1,102396,14,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"23054",0,0,1,10,9,9,1932,NA,0,41,0,4498,2,1,59061.23828125,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"23086",1,0,1,15,4,11,1949,NA,2383,25,41055,4546,1,0,57810.26953125,7,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,88084.7109375,0,NA,0,4,46,NA,55,0,1,1,0
"23094",0,0,1,11,2,9,1926,NA,0,48,0,1035,1,NA,113505,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"23106",0,1,0,5,NA,4,NA,NA,0,59,0,3118,2,0,29144.220703125,NA,1.39999997615814,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,0,0,1,0
"23141",1,0,1,16,11,10,1941,NA,2636,32,97083,4291,4,1,98532,15,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,61,0,1,1,0
"23197",1,0,1,16,1,10,1949,NA,2100,25,53130,2957,1,1,80178,7,0.400000005960464,0,0,0,0,0,0,0,12,NA,45402,43470,0,0,0,3,35,NA,88,0,1,1,0
"23267",1,0,1,8,3,9,1940,NA,2358,34,37674,1579,2,1,61341,16,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,NA,45,0,1,1,0
"23324",1,0,1,13,NA,9,NA,NA,2000,25,NA,2832,3,NA,111094.828125,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,0
"23334",1,0,1,16,8,10,1944,NA,1910,29,34800.1484375,3556,0,1,124034.3984375,11,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"23352",1,0,1,12,6,7,1942,NA,2015,31,50715,1724,2,1,69069,14,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,44,0,1,1,0
"23377",1,0,1,12,NA,8,NA,NA,3380,27,49266,1233,3,1,54096,10,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,61,0,1,1,0
"23427",1,0,1,12,5,11,1934,NA,1957,40,53130,4849,1,1,58385.0390625,22,0.5,1391.0400390625,1391.0400390625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,3,61,0,1,1,0
"23442",1,0,1,12,NA,6,NA,NA,1600,29,NA,1173,2,NA,52453.80078125,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
